0 0 -4,172325E-07 0

20 -5,476063E-11 -0,0002236962 4,456979E-09
50780 -7,307995 0,00489521 -15,92565

50800 -7,330731 0,00490433 -15,82398

50820 -7,354016 0,004909635 -15,72251

50840 -7,377841 0,004911155 -15,62127

50860 -7,402196 0,004909158 -15,52025

50880 -7,427064 0,004903793 -15,41947

50900 -7,45243 0,004895687 -15,31893

50920 -7,478278 0,004885703 -15,21862

50940 -7,504595 0,004873991 -15,11856

50960 -7,531363 0,004861385 -15,01875

50980 -7,558564 0,004848331 -14,91917

51000 -7,586181 0,00483501 -14,81983

51020 -7,614199 0,004822433 -14,72073

51040 -7,642602 0,004810482 -14,62187

51060 -7,671381 0,004799277 -14,52324

51080 -7,700514 0,004789382 -14,42485

51100 -7,729987 0,00478068 -14,32668

51120 -7,759779 0,004773259 -14,22873

51140 -7,789872 0,00476709 -14,13101

51160 -7,820247 0,004761934 -14,0335

51180 -7,850887 0,004757822 -13,93619

51200 -7,881776 0,004754901 -13,8391

51220 -7,912894 0,004752904 -13,7422

51240 -7,94422 0,004751593 -13,64549

51260 -7,975737 0,004750967 -13,54897

51280 -8,007423 0,004750878 -13,45264

51300 -8,039255 0,004751116 -13,35648

51320 -8,071213 0,004751623 -13,26049

51340 -8,103273 0,004752308 -13,16466

51360 -8,135416 0,00475356 -13,06899

51380 -8,167614 0,004754364 -12,97346

51400 -8,199838 0,004755497 -12,87808

51420 -8,232058 0,00475654 -12,78282

51440 -8,264249 0,004757583 -12,68769

51460 -8,296378 0,004758298 -12,59266

51480 -8,328416 0,004759401 -12,49775

51500 -8,360329 0,004759997 -12,40292

51520 -8,392145 0,00476104 -12,3082

51540 -8,423977 0,00438112 -12,21363

51560 -8,455766 0,004069626 -12,11917

51580 -8,487529 0,003821582 -12,02484

51600 -8,519272 0,003630817 -11,93063

51620 -8,550997 0,00349167 -11,83656

51640 -8,582703 0,003396451 -11,74261

51660 -8,614388 0,003339589 -11,64879

51680 -8,646049 0,003314227 -11,5551

51700 -8,677685 0,003314495 -11,46153

51720 -8,709291 0,003335088 -11,3681

51740 -8,740867 0,003371 -11,27479

51760 -8,772411 0,00341785 -11,18161

51780 -8,803921 0,00347209 -11,08856

51800 -8,835395 0,003530383 -10,99563

51820 -8,866834 0,003590137 -10,90283

51840 -8,898235 0,003649265 -10,81015

51860 -8,929599 0,003705919 -10,7176

51880 -8,960926 0,003759205 -10,62517

51900 -8,992214 0,003808022 -10,53287

51920 -9,023463 0,003851891 -10,44069

51940 -9,054675 0,003890514 -10,34863

51960 -9,085847 0,003923893 -10,2567

51980 -9,11698 0,003952086 -10,16489

52000 -9,148073 0,003975391 -10,0732

52020 -9,179128 0,003993988 -9,981641

52040 -9,210143 0,004008353 -9,890202

52060 -9,241117 0,004019141 -9,798883

52080 -9,272053 0,004026473 -9,707689

52100 -9,302948 0,004031003 -9,616617

52120 -9,333803 0,004033238 -9,525668

52140 -9,364618 0,004033506 -9,434842

52160 -9,395393 0,004032314 -9,344138

52180 -9,426127 0,00402981 -9,253558

52200 -9,456821 0,004026741 -9,1631

52220 -9,487474 0,004022598 -9,072765

52240 -9,518086 0,004018426 -8,982553

52260 -9,548658 0,004013956 -8,892465

52280 -9,579189 0,004009843 -8,802498

52300 -9,609679 0,004005432 -8,712654

52320 -9,640127 0,004001558 -8,622933

52340 -9,670534 0,003997982 -8,533335

52360 -9,7009 0,003994763 -8,443859

52380 -9,731224 0,003991783 -8,354507

52400 -9,761508 0,00398922 -8,265277

52420 -9,791749 0,003987372 -8,176169

52440 -9,82195 0,003985554 -8,087186

52460 -9,852109 0,003984094 -7,998323

52480 -9,882226 0,003982961 -7,909584

52500 -9,912302 0,003982097 -7,820968

52520 -9,942336 0,003981471 -7,732474

52540 -9,972328 0,003981113 -7,644103

52560 -10,00228 0,003980815 -7,555855

52580 -10,03219 0,003980756 -7,467729

52600 -10,06206 0,003980815 -7,379725

52620 -10,09188 0,003980994 -7,291845

52640 -10,12167 0,003981233 -7,204087

52660 -10,15141 0,003981531 -7,116452

52680 -10,18111 0,003981829 -7,028939

52700 -10,21077 0,003982186 -6,941549

52720 -10,24039 0,003982484 -6,854282

52740 -10,26997 0,003982842 -6,767137

52760 -10,2995 0,00398314 -6,680115

52780 -10,32899 0,003983438 -6,593215

52800 -10,35845 0,003983676 -6,506438

52820 -10,38786 0,003983915 -6,419783

52840 -10,41722 0,003984094 -6,333251

52860 -10,44655 0,003984272 -6,246841

52880 -10,47583 0,003984392 -6,160554

52900 -10,50508 0,003984511 -6,07439

52920 -10,53428 0,003984571 -5,988349

52940 -10,56344 0,00398463 -5,90243

52960 -10,59256 0,00398469 -5,816634

52980 -10,62164 0,003984749 -5,73096

53000 -10,65067 0,003984749 -5,645409

53020 -10,67966 0,003984749 -5,55998

53040 -10,70862 0,003984749 -5,474674

53060 -10,73753 0,003984749 -5,389491

53080 -10,76638 0,003984749 -5,304425

53100 -10,79515 0,003984809 -5,219465

53120 -10,82379 0,003984779 -5,134602

53140 -10,85229 0,003984779 -5,049828

53160 -10,88068 0,003984571 -4,96499

53180 -10,90868 0,003984123 -4,880904

53200 -10,93614 0,003990918 -4,797998

53220 -10,96306 0,004007161 -4,716222

53240 -10,98941 0,004033834 -4,635525

53260 -11,01517 0,004070431 -4,555861

53280 -11,04034 0,004116118 -4,47719

53300 -11,0649 0,004169405 -4,399481

53320 -11,08882 0,004228175 -4,322705

53340 -11,1121 0,00429067 -4,24684

53360 -11,13472 0,004354566 -4,171867

53380 -11,15667 0,004418045 -4,097775

53400 -11,17794 0,00447914 -4,024556

53420 -11,19853 0,00453648 -3,952204

53440 -11,21843 0,004588783 -3,88072

53460 -11,23765 0,004635155 -3,810103

53480 -11,25619 0,00467512 -3,740359

53500 -11,27405 0,004708171 -3,671492

53520 -11,29124 0,004734308 -3,603509

53540 -11,30777 0,004753768 -3,536419

53560 -11,32366 0,00476703 -3,470232

53580 -11,33893 0,004774421 -3,404956

53600 -11,3536 0,004776686 -3,340606

53620 -11,3677 0,004774213 -3,277193

53640 -11,38126 0,004768133 -3,214732

53660 -11,39433 0,004758924 -3,153238

53680 -11,40693 0,004747808 -3,092724

53700 -11,4191 0,004734904 -3,033206

53720 -11,43087 0,004721254 -2,974672

53740 -11,44232 0,004706293 -2,916811

53760 -11,4532 0,004694462 -2,861537

53780 -11,46355 0,004694819 -2,808617

53800 -11,47338 0,004708737 -2,758034

53820 -11,48272 0,004737049 -2,709772

53840 -11,49157 0,00477919 -2,663814

53860 -11,49997 0,004833907 -2,620146

53880 -11,50791 0,004899025 -2,578755

53900 -11,51541 0,004972398 -2,53963

53920 -11,52247 0,005051315 -2,502761

53940 -11,52909 0,005133063 -2,468142

53960 -11,53527 0,005215496 -2,435768

53980 -11,54103 0,005295962 -2,405637

54000 -11,54635 0,005372643 -2,377747

54020 -11,55124 0,005443931 -2,352098

54040 -11,55571 0,00550878 -2,328691

54060 -11,55975 0,005566061 -2,30753

54080 -11,56336 0,005615711 -2,288615

54100 -11,56655 0,005656928 -2,27195

54120 -11,56931 0,005689979 -2,257539

54140 -11,57164 0,005715102 -2,245384

54160 -11,57353 0,005733192 -2,235489

54180 -11,575 0,00574404 -2,227856

54200 -11,57602 0,005749404 -2,222541

54220 -11,57672 0,005748004 -2,218849

54240 -11,57672 0,005736232 -2,218786

54260 -11,57672 0,005724162 -2,218793

54280 -11,57672 0,005692959 -2,218809

54300 -11,57671 0,005639702 -2,218832

54320 -11,57671 0,005564392 -2,218858

54340 -11,5767 0,00546819 -2,218885

54360 -11,5767 0,005353421 -2,218912

54380 -11,57669 0,005222887 -2,218937

54400 -11,57669 0,005080044 -2,21896

54420 -11,57669 0,004928619 -2,21898

54440 -11,57668 0,004772365 -2,218997

54460 -11,57668 0,00461489 -2,219011

54480 -11,57668 0,004459858 -2,219023

54500 -11,57668 0,00431022 -2,219032

54520 -11,57668 0,004168838 -2,219039

54540 -11,57667 0,004037976 -2,219045

54560 -11,57667 0,003919661 -2,219049

54580 -11,57667 0,003814816 -2,219052

54600 -11,57667 0,003724933 -2,219055

54620 -11,57667 0,00364995 -2,219057

54640 -11,57667 0,003589928 -2,219058

54660 -11,57667 0,003544509 -2,219059

54680 -11,57667 0,003512651 -2,219059

54700 -11,57667 0,003494114 -2,219059

54720 -11,57667 0,003486842 -2,21906

54740 -11,57667 0,003489792 -2,21906

54760 -11,57667 0,003501594 -2,219059

54780 -11,57667 0,003520817 -2,219059

54800 -11,57667 0,003545791 -2,219059

54820 -11,57667 0,003575116 -2,219059

54840 -11,57667 0,003607631 -2,219058

54860 -11,57667 0,003642023 -2,219057

54880 -11,57667 0,003677249 -2,219057

54900 -11,57667 0,003712237 -2,219056

54920 -11,57667 0,003746152 -2,219056

54940 -11,57667 0,003778517 -2,219055

54960 -11,57667 0,003808558 -2,219055

54980 -11,57668 0,003835976 -2,219054

55000 -11,57667 0,003860533 -2,219054

55020 -11,57667 0,003882051 -2,219053

55040 -11,57667 0,003900528 -2,219053

55060 -11,57667 0,003915966 -2,219053

55080 -11,57667 0,003928483 -2,219052

55100 -11,57667 0,003938138 -2,219052

55120 -11,57667 0,003945351 -2,219052

55140 -11,57667 0,003950119 -2,219052

55160 -11,57667 0,003952861 -2,219052

55180 -11,57667 0,003953755 -2,219052

55200 -11,57667 0,003953099 -2,219052

55220 -11,57667 0,003951192 -2,219052

55240 -11,57667 0,003948271 -2,219052

55260 -11,57667 0,003944516 -2,219052

55280 -11,57667 0,003940463 -2,219052

55300 -11,57667 0,003935874 -2,219052

55320 -11,57668 0,003931046 -2,219053

55340 -11,57668 0,003926158 -2,219053

55360 -11,57668 0,00392127 -2,219053

55380 -11,57668 0,003916621 -2,219053

55400 -11,57668 0,00391233 -2,219053

55420 -11,57668 0,003908575 -2,219053

55440 -11,57668 0,003905058 -2,219053

55460 -11,57668 0,003901899 -2,219053

55480 -11,57668 0,003899097 -2,219053

55500 -11,57667 0,003896773 -2,219053

55520 -11,57668 0,003894806 -2,219053

55540 -11,57668 0,003893197 -2,219053

55560 -11,57668 0,003892004 -2,219053

55580 -11,57668 0,00389111 -2,219053

55600 -11,57668 0,003890455 -2,219053

55620 -11,57668 0,003890157 -2,219053

55640 -11,57668 0,003890097 -2,219053

55660 -11,57668 0,003890157 -2,219053

55680 -11,57668 0,003890395 -2,219053

55700 -11,57668 0,003890812 -2,219053

55720 -11,57668 0,00389123 -2,219053

55740 -11,57668 0,003891706 -2,219053

55760 -11,57668 0,003892243 -2,219053

55780 -11,57668 0,003892839 -2,219053

55800 -11,57668 0,003893375 -2,219053

55820 -11,57668 0,003893912 -2,219053

55840 -11,57668 0,003894448 -2,219053

55860 -11,57668 0,003894925 -2,219053

55880 -11,57667 0,003895402 -2,219053

55900 -11,57667 0,003895819 -2,219053

55920 -11,57667 0,003896177 -2,219053

55940 -11,57667 0,003896534 -2,219052

55960 -11,57667 0,003896773 -2,219053

55980 -11,57667 0,003897011 -2,219053

56000 -11,57667 0,00389719 -2,219053

56020 -11,57667 0,003897309 -2,219052

56040 -11,57667 0,003897369 -2,219053

56060 -11,57667 0,003897429 -2,219053

56080 -11,57667 0,003897488 -2,219053

56100 -11,57667 0,003897488 -2,219053

56120 -11,57667 0,003897488 -2,219053

56140 -11,57667 0,003897488 -2,219053

56160 -11,57667 0,003897429 -2,219053

56180 -11,57667 0,003897369 -2,219053

56200 -11,57667 0,003897309 -2,219052

56220 -11,57667 0,00389725 -2,219052

56240 -11,57667 0,00389719 -2,219052

56260 -11,57667 0,00389713 -2,219052

56280 -11,57667 0,003897071 -2,219052

56300 -11,57667 0,003897011 -2,219052

56320 -11,57667 0,003896952 -2,219052

56340 -11,57667 0,003896892 -2,219052

56360 -11,57667 0,003896892 -2,219052

56380 -11,57667 0,003896892 -2,219052

56400 -11,57667 0,003896832 -2,219052

56420 -11,57667 0,003896832 -2,219052

56440 -11,57667 0,003896832 -2,219052

56460 -11,57667 0,003896832 -2,219052

56480 -11,57667 0,003896832 -2,219052

56500 -11,57667 0,003896832 -2,219052

56520 -11,57667 0,003896773 -2,219052

56540 -11,57667 0,003896773 -2,219052

56560 -11,57667 0,003896773 -2,219052

56580 -11,57667 0,003896773 -2,219052

56600 -11,57667 0,003896773 -2,219052

56620 -11,57667 0,003896773 -2,219052

56640 -11,57667 0,003896773 -2,219052

56660 -11,57667 0,003896773 -2,219052

56680 -11,57667 0,003896773 -2,219052

56700 -11,57667 0,003896773 -2,219052

56720 -11,57667 0,003896773 -2,219052

56740 -11,57667 0,003896773 -2,219052

56760 -11,57667 0,003896773 -2,219052

56780 -11,57667 0,003896773 -2,219052

56800 -11,57667 0,003896773 -2,219052

56820 -11,57667 0,003896773 -2,219052

56840 -11,57667 0,003896773 -2,219052

56860 -11,57667 0,003896773 -2,219052

56880 -11,57667 0,003896773 -2,219052

56900 -11,57667 0,003896773 -2,219052

56920 -11,57667 0,003896773 -2,219052

56940 -11,57667 0,003896773 -2,219052

56960 -11,57667 0,003896773 -2,219052

56980 -11,57667 0,003896773 -2,219052

57000 -11,57667 0,003896773 -2,219052

57020 -11,57667 0,003896773 -2,219052

57040 -11,57667 0,003896773 -2,219052

57060 -11,57667 0,003896773 -2,219052

57080 -11,57667 0,003896773 -2,219052

57100 -11,57667 0,003896773 -2,219052

57120 -11,57667 0,003896773 -2,219052

57140 -11,57667 0,003896773 -2,219052

57160 -11,57667 0,003896773 -2,219052

57180 -11,57667 0,003896773 -2,219052

57200 -11,57667 0,003896773 -2,219052

57220 -11,57667 0,003896773 -2,219052

57240 -11,57667 0,003896773 -2,219052

57260 -11,57667 0,003896773 -2,219052

57280 -11,57667 0,003896773 -2,219052

57300 -11,57667 0,003896773 -2,219052

57320 -11,57667 0,003896773 -2,219052

57340 -11,57667 0,003896773 -2,219052

57360 -11,57667 0,003896773 -2,219052

57380 -11,57667 0,003896773 -2,219052

57400 -11,57667 0,003896773 -2,219052

57420 -11,57667 0,003896773 -2,219052

57440 -11,57667 0,003896773 -2,219052

57460 -11,57667 0,003896773 -2,219052

57480 -11,57667 0,003896773 -2,219052

57500 -11,57667 0,003896773 -2,219052

57520 -11,57667 0,003896773 -2,219052

57540 -11,57667 0,003896773 -2,219052

57560 -11,57667 0,003896773 -2,219052

57580 -11,57667 0,003896773 -2,219052

57600 -11,57667 0,003896773 -2,219052

57620 -11,57667 0,003896773 -2,219052

57640 -11,57667 0,003896773 -2,219052

57660 -11,57667 0,003896773 -2,219052

57680 -11,57667 0,003896773 -2,219052

57700 -11,57667 0,003896773 -2,219052

57720 -11,57667 0,003896773 -2,219052

57740 -11,57667 0,003896773 -2,219052

57760 -11,57667 0,003896773 -2,219052

57780 -11,57667 0,003896773 -2,219052

57800 -11,57667 0,003896832 -2,219052

57820 -11,57667 0,003896832 -2,219052

57840 -11,57667 0,003896832 -2,219052

57860 -11,57667 0,003896832 -2,219052

57880 -11,57667 0,003896832 -2,219052

57900 -11,57667 0,003896832 -2,219052

57920 -11,57667 0,003896832 -2,219052

57940 -11,57667 0,003896832 -2,219052

57960 -11,57667 0,003896832 -2,219052

57980 -11,57667 0,003896832 -2,219052

58000 -11,57667 0,003896832 -2,219052

58020 -11,57667 0,003896832 -2,219052

58040 -11,57667 0,003896832 -2,219052

58060 -11,57667 0,003896832 -2,219052

58080 -11,57667 0,003896832 -2,219052

58100 -11,57667 0,003896832 -2,219052

58120 -11,57667 0,003896832 -2,219052

58140 -11,57667 0,003896832 -2,219052

58160 -11,57667 0,003896832 -2,219052

58180 -11,57667 0,003896832 -2,219052

58200 -11,57667 0,003896832 -2,219052

58220 -11,57667 0,003896832 -2,219052

58240 -11,57667 0,003896832 -2,219052

58260 -11,57667 0,003896832 -2,219052

58280 -11,57667 0,003896832 -2,219052

58300 -11,57667 0,003896832 -2,219052

58320 -11,57667 0,003896832 -2,219052

58340 -11,57667 0,003896832 -2,219052

58360 -11,57667 0,003896832 -2,219052

58380 -11,57667 0,003896832 -2,219052

58400 -11,57667 0,003896832 -2,219052

58420 -11,57667 0,003896832 -2,219052

58440 -11,57667 0,003896832 -2,219052

58460 -11,57667 0,003896832 -2,219052

58480 -11,57667 0,003896832 -2,219052

58500 -11,57667 0,003896832 -2,219052

58520 -11,57667 0,003896832 -2,219052

58540 -11,57667 0,003896832 -2,219052

58560 -11,57667 0,003896832 -2,219052

58580 -11,57667 0,003896832 -2,219052

58600 -11,57667 0,003896832 -2,219052

58620 -11,57667 0,003896832 -2,219052

58640 -11,57667 0,003896832 -2,219052

58660 -11,57667 0,003896832 -2,219052

58680 -11,57667 0,003896832 -2,219052

58700 -11,57667 0,003896832 -2,219052

58720 -11,57667 0,003896832 -2,219052

58740 -11,57667 0,003896773 -2,219052

58760 -11,57667 0,003896773 -2,219052

58780 -11,57667 0,003896773 -2,219052

58800 -11,57667 0,003896773 -2,219052

58820 -11,57667 0,003896773 -2,219052

58840 -11,57667 0,003896773 -2,219052

58860 -11,57667 0,003896773 -2,219052

58880 -11,57667 0,003896773 -2,219052

58900 -11,57667 0,003896773 -2,219052

58920 -11,57667 0,003896773 -2,219052

58940 -11,57667 0,003896773 -2,219052

58960 -11,57667 0,003896773 -2,219052

58980 -11,57667 0,003896773 -2,219052

59000 -11,57667 0,003896773 -2,219052

59020 -11,57667 0,003896773 -2,219052

59040 -11,57667 0,003896773 -2,219052

59060 -11,57667 0,003896773 -2,219052

59080 -11,57667 0,003896773 -2,219052

59100 -11,57667 0,003896773 -2,219052

59120 -11,57667 0,003896773 -2,219052

59140 -11,57667 0,003896773 -2,219052

59160 -11,57667 0,003896773 -2,219052

59180 -11,57667 0,003896773 -2,219052

59200 -11,57667 0,003896773 -2,219052

59220 -11,57667 0,003896773 -2,219052

59240 -11,57667 0,003896773 -2,219052

59260 -11,57667 0,003896773 -2,219052

59280 -11,57667 0,003896773 -2,219052

59300 -11,57667 0,003896773 -2,219052

59320 -11,57667 0,003896773 -2,219052

59340 -11,57667 0,003896773 -2,219052

59360 -11,57667 0,003896773 -2,219052

59380 -11,57667 0,003896773 -2,219052

59400 -11,57667 0,003896773 -2,219052

59420 -11,57667 0,003896773 -2,219052

59440 -11,57667 0,003896773 -2,219052

59460 -11,57667 0,003896773 -2,219052

59480 -11,57667 0,003896773 -2,219052

59500 -11,57667 0,003896773 -2,219052

59520 -11,57667 0,003896773 -2,219052

59540 -11,57667 0,003896773 -2,219052

59560 -11,57667 0,003896773 -2,219052

59580 -11,57667 0,003896773 -2,219052

59600 -11,57667 0,003896773 -2,219052

59620 -11,57667 0,003896773 -2,219052

59640 -11,57667 0,003896773 -2,219052

59660 -11,57667 0,003896773 -2,219052

59680 -11,57667 0,003896773 -2,219052

59700 -11,57667 0,003896773 -2,219052

59720 -11,57667 0,003896773 -2,219052

59740 -11,57667 0,003896773 -2,219052

59760 -11,57667 0,003896773 -2,219052

59780 -11,57667 0,003896773 -2,219052

59800 -11,57667 0,003896773 -2,219052

59820 -11,57667 0,003896773 -2,219052

59840 -11,57667 0,003896773 -2,219052

59860 -11,57667 0,003896773 -2,219052

59880 -11,57667 0,003896773 -2,219052

59900 -11,57667 0,003896773 -2,219052

59920 -11,57667 0,003896773 -2,219052

59940 -11,57667 0,003896773 -2,219052

59960 -11,57667 0,003896773 -2,219052

59980 -11,57667 0,003896773 -2,219052

60000 -11,57667 0,003896773 -2,219052

60020 -11,57667 0,003896773 -2,219052

60040 -11,57667 0,003896773 -2,219052

60060 -11,57667 0,003896773 -2,219052

60080 -11,57667 0,003896773 -2,219052

60100 -11,57667 0,003896773 -2,219052

60120 -11,57667 0,003896773 -2,219052

60140 -11,57667 0,003896773 -2,219052

60160 -11,57667 0,003896773 -2,219052

60180 -11,57667 0,003896773 -2,219052

60200 -11,57667 0,003896773 -2,219052

60220 -11,57667 0,003896773 -2,219052

60240 -11,57667 0,003896773 -2,219052

60260 -11,57667 0,003896773 -2,219052

60280 -11,57667 0,003896773 -2,219052

60300 -11,57667 0,003896773 -2,219052

60320 -11,57667 0,003896773 -2,219052

60340 -11,57667 0,003896773 -2,219052

60360 -11,57667 0,003896773 -2,219052

60380 -11,57667 0,003896773 -2,219052

60400 -11,57667 0,003896832 -2,219052

60420 -11,57667 0,003896832 -2,219052

60440 -11,57667 0,003896832 -2,219052

60460 -11,57667 0,003896832 -2,219052

60480 -11,57667 0,003896832 -2,219052

60500 -11,57667 0,003896832 -2,219052

60520 -11,57667 0,003896832 -2,219052

60540 -11,57667 0,003896832 -2,219052

60560 -11,57667 0,003896832 -2,219052

60580 -11,57667 0,003896832 -2,219052

60600 -11,57667 0,003896832 -2,219052

60620 -11,57667 0,003896832 -2,219052

60640 -11,57667 0,003896832 -2,219052

60660 -11,57667 0,003896832 -2,219052

60680 -11,57667 0,003896832 -2,219052

60700 -11,57667 0,003896832 -2,219052

60720 -11,57667 0,003896832 -2,219052

60740 -11,57667 0,003896832 -2,219052

60760 -11,57667 0,003896832 -2,219052

60780 -11,57667 0,003896832 -2,219052

60800 -11,57667 0,003896832 -2,219052

60820 -11,57667 0,003896832 -2,219052

60840 -11,57667 0,003896832 -2,219052

60860 -11,57667 0,003896832 -2,219052

60880 -11,57667 0,003896832 -2,219052

60900 -11,57667 0,003896832 -2,219052

60920 -11,57667 0,003896832 -2,219052

60940 -11,57667 0,003896832 -2,219052

60960 -11,57667 0,003896832 -2,219052

60980 -11,57667 0,003896832 -2,219052

61000 -11,57667 0,003896832 -2,219052

61020 -11,57667 0,003896832 -2,219052

61040 -11,57667 0,003896832 -2,219052

61060 -11,57667 0,003896832 -2,219052

61080 -11,57667 0,003896832 -2,219052

61100 -11,57667 0,003896832 -2,219052

61120 -11,57667 0,003896832 -2,219052

61140 -11,57667 0,003896832 -2,219052

61160 -11,57667 0,003896832 -2,219052

61180 -11,57667 0,003896832 -2,219052

61200 -11,57667 0,003896832 -2,219052

61220 -11,57667 0,003896832 -2,219052

61240 -11,57667 0,003896832 -2,219052

61260 -11,57667 0,003896832 -2,219052

61280 -11,57667 0,003896832 -2,219052

61300 -11,57667 0,003896773 -2,219052

61320 -11,57667 0,003896773 -2,219052

61340 -11,57667 0,003896773 -2,219052

61360 -11,57667 0,003896773 -2,219052

61380 -11,57667 0,003896773 -2,219052

61400 -11,57667 0,003896773 -2,219052

61420 -11,57667 0,003896773 -2,219052

61440 -11,57667 0,003896773 -2,219052

61460 -11,57667 0,003896773 -2,219052

61480 -11,57667 0,003896773 -2,219052

61500 -11,57667 0,003896773 -2,219052

61520 -11,57667 0,003896773 -2,219052

61540 -11,57667 0,003896773 -2,219052

61560 -11,57667 0,003896773 -2,219052

61580 -11,57667 0,003896773 -2,219052

61600 -11,57667 0,003896773 -2,219052

61620 -11,57667 0,003896773 -2,219052

61640 -11,57667 0,003896773 -2,219052

61660 -11,57667 0,003896773 -2,219052

61680 -11,57667 0,003896773 -2,219052

61700 -11,57667 0,003896773 -2,219052

61720 -11,57667 0,003896773 -2,219052

61740 -11,57667 0,003896773 -2,219052

61760 -11,57667 0,003896773 -2,219052

61780 -11,57667 0,003896773 -2,219052

61800 -11,57667 0,003896773 -2,219052

61820 -11,57667 0,003896773 -2,219052

61840 -11,57667 0,003896773 -2,219052

61860 -11,57667 0,003896773 -2,219052

61880 -11,57667 0,003896773 -2,219052

61900 -11,57667 0,003896773 -2,219052

61920 -11,57667 0,003896773 -2,219052

61940 -11,57667 0,003896773 -2,219052

61960 -11,57667 0,003896773 -2,219052

61980 -11,57667 0,003896773 -2,219052

62000 -11,57667 0,003896773 -2,219052

62020 -11,57667 0,003896773 -2,219052

62040 -11,57667 0,003896773 -2,219052

62060 -11,57667 0,003896773 -2,219052

62080 -11,57667 0,003896773 -2,219052

62100 -11,57667 0,003896773 -2,219052

62120 -11,57667 0,003896773 -2,219052

62140 -11,57667 0,003896773 -2,219052

62160 -11,57667 0,003896773 -2,219052

62180 -11,57667 0,003896773 -2,219052

62200 -11,57667 0,003896773 -2,219052

62220 -11,57667 0,003896773 -2,219052

62240 -11,57667 0,003896773 -2,219052

62260 -11,57667 0,003896773 -2,219052

62280 -11,57667 0,003896773 -2,219052

62300 -11,57667 0,003896773 -2,219052

62320 -11,57667 0,003896773 -2,219052

62340 -11,57667 0,003896773 -2,219052

62360 -11,57667 0,003896773 -2,219052

62380 -11,57667 0,003896773 -2,219052

62400 -11,57667 0,003896773 -2,219052

62420 -11,57667 0,003896773 -2,219052

62440 -11,57667 0,003896773 -2,219052

62460 -11,57667 0,003896773 -2,219052

62480 -11,57667 0,003896773 -2,219052

62500 -11,57667 0,003896773 -2,219052

62520 -11,57667 0,003896773 -2,219052

62540 -11,57667 0,003896773 -2,219052

62560 -11,57667 0,003896773 -2,219052

62580 -11,57667 0,003896773 -2,219052

62600 -11,57667 0,003896773 -2,219052

62620 -11,57667 0,003896773 -2,219052

62640 -11,57667 0,003896773 -2,219052

62660 -11,57667 0,003896773 -2,219052

62680 -11,57667 0,003896773 -2,219052

62700 -11,57667 0,003896773 -2,219052

62720 -11,57667 0,003896773 -2,219052

62740 -11,57667 0,003896773 -2,219052

62760 -11,57667 0,003896773 -2,219052

62780 -11,57667 0,003896773 -2,219052

62800 -11,57667 0,003896773 -2,219052

62820 -11,57667 0,003896773 -2,219052

62840 -11,57667 0,003896773 -2,219052

62860 -11,57667 0,003896773 -2,219052

62880 -11,57667 0,003896773 -2,219052

62900 -11,57667 0,003896832 -2,219052

62920 -11,57667 0,003896832 -2,219052

62940 -11,57667 0,003896832 -2,219052

62960 -11,57667 0,003896832 -2,219052

62980 -11,57667 0,003896832 -2,219052

63000 -11,57667 0,003896832 -2,219052

63020 -11,57667 0,003896832 -2,219052

63040 -11,57667 0,003896832 -2,219052

63060 -11,57667 0,003896832 -2,219052

63080 -11,57667 0,003896832 -2,219052

63100 -11,57667 0,003896832 -2,219052

63120 -11,57667 0,003896832 -2,219052

63140 -11,57667 0,003896832 -2,219052

63160 -11,57667 0,003896832 -2,219052

63180 -11,57667 0,003896832 -2,219052

63200 -11,57667 0,003896832 -2,219052

63220 -11,57667 0,003896832 -2,219052

63240 -11,57667 0,003896832 -2,219052

63260 -11,57667 0,003896832 -2,219052

63280 -11,57667 0,003896832 -2,219052

63300 -11,57667 0,003896832 -2,219052

63320 -11,57667 0,003896832 -2,219052

63340 -11,57667 0,003896832 -2,219052

63360 -11,57667 0,003896832 -2,219052

63380 -11,57667 0,003896832 -2,219052

63400 -11,57667 0,003896832 -2,219052

63420 -11,57667 0,003896832 -2,219052

63440 -11,57667 0,003896832 -2,219052

