0 1,924112E-06 1,298075E-09 -8,397331E-10 1
11603 2,048909E-08 1,299665E-09 -1,509582E-09 1

11604 2,048909E-08 1,299664E-09 -1,509953E-09 1

11605 2,048909E-08 1,299663E-09 -1,51018E-09 1

11606 2,048909E-08 1,299661E-09 -1,510262E-09 1

11607 2,048909E-08 1,29966E-09 -1,5102E-09 1

11608 2,048909E-08 1,299658E-09 -1,509993E-09 1

11609 2,048909E-08 1,299657E-09 -1,509642E-09 1

11610 2,048909E-08 1,299656E-09 -1,509147E-09 1

11611 2,048909E-08 1,299654E-09 -1,508508E-09 1

11612 2,048909E-08 1,299653E-09 -1,507725E-09 1

11613 2,048909E-08 1,299651E-09 -1,506797E-09 1

11614 2,048909E-08 1,29965E-09 -1,505725E-09 1

11615 2,048909E-08 1,299649E-09 -1,504509E-09 1

11616 2,048909E-08 1,299648E-09 -1,503149E-09 1

11617 2,048909E-08 1,299646E-09 -1,501644E-09 1

11618 2,048909E-08 1,299645E-09 -1,499996E-09 1

11619 2,048909E-08 1,299644E-09 -1,498203E-09 1

11620 2,048909E-08 1,299642E-09 -1,496266E-09 1

11621 2,048909E-08 1,299641E-09 -1,494185E-09 1

11622 2,048909E-08 1,299639E-09 -1,491959E-09 1

11623 2,048909E-08 1,299638E-09 -1,48959E-09 1

11624 2,048909E-08 1,299637E-09 -1,487077E-09 1

11625 2,048909E-08 1,299635E-09 -1,484419E-09 1

11626 2,048909E-08 1,299634E-09 -1,481617E-09 1

11627 2,048909E-08 1,299633E-09 -1,478672E-09 1

11628 2,048909E-08 1,299631E-09 -1,475582E-09 1

11629 2,048909E-08 1,29963E-09 -1,472348E-09 1

11630 2,048909E-08 1,299629E-09 -1,46897E-09 1

11631 2,048909E-08 1,299627E-09 -1,465448E-09 1

11632 2,048909E-08 1,299626E-09 -1,461888E-09 1

11633 2,048909E-08 1,299625E-09 -1,458274E-09 1

11634 2,048909E-08 1,299625E-09 -1,454601E-09 1

11635 2,048909E-08 1,299624E-09 -1,450866E-09 1

11636 2,048909E-08 1,299623E-09 -1,447069E-09 1

11637 2,048909E-08 1,299623E-09 -1,44321E-09 1

11638 2,048909E-08 1,299622E-09 -1,439288E-09 1

11639 2,048909E-08 1,299622E-09 -1,435304E-09 1

11640 2,048909E-08 1,299621E-09 -1,431258E-09 1

11641 2,048909E-08 1,299621E-09 -1,427149E-09 1

11642 2,048909E-08 1,29962E-09 -1,422978E-09 1

11643 2,048909E-08 1,29962E-09 -1,418744E-09 1

11644 2,048909E-08 1,299619E-09 -1,414448E-09 1

11645 2,048909E-08 1,299618E-09 -1,410089E-09 1

11646 2,048909E-08 1,299618E-09 -1,405668E-09 1

11647 2,048909E-08 1,299617E-09 -1,401185E-09 1

11648 2,048909E-08 1,299617E-09 -1,396639E-09 1

11649 2,048909E-08 1,299616E-09 -1,392031E-09 1

11650 2,048909E-08 1,299616E-09 -1,387361E-09 1

11651 2,048909E-08 1,299615E-09 -1,382628E-09 1

11652 2,048909E-08 1,299615E-09 -1,377833E-09 1

11653 2,048909E-08 1,299614E-09 -1,372975E-09 1

11654 2,048909E-08 1,299613E-09 -1,368055E-09 1

11655 2,048909E-08 1,299613E-09 -1,363073E-09 1

11656 2,048909E-08 1,299612E-09 -1,358029E-09 1

11657 2,048909E-08 1,299612E-09 -1,352922E-09 1

11658 2,048909E-08 1,299611E-09 -1,347752E-09 1

11659 2,048909E-08 1,299611E-09 -1,342521E-09 1

11660 2,048909E-08 1,29961E-09 -1,337227E-09 1

11661 2,048909E-08 1,29961E-09 -1,331871E-09 1

11662 2,048909E-08 1,299609E-09 -1,326452E-09 1

11663 2,048909E-08 1,299608E-09 -1,320971E-09 1

11664 2,048909E-08 1,299608E-09 -1,315428E-09 1

11665 2,048909E-08 1,299607E-09 -1,309822E-09 1

11666 2,048909E-08 1,299607E-09 -1,304154E-09 1

11667 2,048909E-08 1,299606E-09 -1,298424E-09 1

11668 2,048909E-08 1,299606E-09 -1,292632E-09 1

11669 2,048909E-08 1,299605E-09 -1,286777E-09 1

11670 2,048909E-08 1,299605E-09 -1,28086E-09 1

11671 2,048909E-08 1,299604E-09 -1,274881E-09 1

11672 2,048909E-08 1,299604E-09 -1,268839E-09 1

11673 2,048909E-08 1,299603E-09 -1,262735E-09 1

11674 2,048909E-08 1,299602E-09 -1,256569E-09 1

11675 2,048909E-08 1,299602E-09 -1,250341E-09 1

11676 2,048909E-08 1,299601E-09 -1,244051E-09 1

11677 2,048909E-08 1,299601E-09 -1,237698E-09 1

11678 2,048909E-08 1,2996E-09 -1,231283E-09 1

11679 2,048909E-08 1,2996E-09 -1,224805E-09 1

11680 2,048909E-08 1,299599E-09 -1,218266E-09 1

11681 2,048909E-08 1,299599E-09 -1,211664E-09 1

11682 2,048909E-08 1,299598E-09 -1,205E-09 1

11683 2,048909E-08 1,299597E-09 -1,198274E-09 1

11684 2,048909E-08 1,299597E-09 -1,191486E-09 1

11685 2,048909E-08 1,299597E-09 -1,184749E-09 1

11686 2,048909E-08 1,299597E-09 -1,178047E-09 1

11687 2,048909E-08 1,299597E-09 -1,171374E-09 1

11688 2,048909E-08 1,299597E-09 -1,164728E-09 1

11689 2,048909E-08 1,299598E-09 -1,158108E-09 1

11690 2,048909E-08 1,299598E-09 -1,151513E-09 1

11691 2,048909E-08 1,299598E-09 -1,144944E-09 1

11692 2,048909E-08 1,299598E-09 -1,138401E-09 1

11693 2,048909E-08 1,299599E-09 -1,131884E-09 1

11694 2,048909E-08 1,299599E-09 -1,125392E-09 1

11695 2,048909E-08 1,299599E-09 -1,118925E-09 1

11696 2,048909E-08 1,2996E-09 -1,112484E-09 1

11697 2,048909E-08 1,2996E-09 -1,106069E-09 1

11698 2,048909E-08 1,2996E-09 -1,09968E-09 1

11699 2,048909E-08 1,2996E-09 -1,093316E-09 1

11700 2,048909E-08 1,299601E-09 -1,086977E-09 1

11701 2,048909E-08 1,299601E-09 -1,080664E-09 1

11702 2,048909E-08 1,299602E-09 -1,074377E-09 1

11703 2,048909E-08 1,299602E-09 -1,068115E-09 1

11704 2,048909E-08 1,299602E-09 -1,061879E-09 1

11705 2,048909E-08 1,299602E-09 -1,055668E-09 1

11706 2,048909E-08 1,299603E-09 -1,049484E-09 1

11707 2,048909E-08 1,299603E-09 -1,043324E-09 1

11708 2,048909E-08 1,299603E-09 -1,03719E-09 1

11709 2,048909E-08 1,299603E-09 -1,031082E-09 1

11710 2,048909E-08 1,299604E-09 -1,024999E-09 1

11711 2,048909E-08 1,299604E-09 -1,018942E-09 1

11712 2,048909E-08 1,299604E-09 -1,01291E-09 1

11713 2,048909E-08 1,299605E-09 -1,006904E-09 1

11714 2,048909E-08 1,299605E-09 -1,000924E-09 1

11715 2,048909E-08 1,299605E-09 -9,949692E-10 1

11716 2,048909E-08 1,299606E-09 -9,890397E-10 1

11717 2,048909E-08 1,299606E-09 -9,83136E-10 1

11718 2,048909E-08 1,299606E-09 -9,772578E-10 1

11719 2,048909E-08 1,299606E-09 -9,71405E-10 1

11720 2,048909E-08 1,299607E-09 -9,655778E-10 1

11721 2,048909E-08 1,299607E-09 -9,597761E-10 1

11722 2,048909E-08 1,299607E-09 -9,540001E-10 1

11723 2,048909E-08 1,299608E-09 -9,482495E-10 1

11724 2,048909E-08 1,299608E-09 -9,425245E-10 1

11725 2,048909E-08 1,299608E-09 -9,36825E-10 1

11726 2,048909E-08 1,299609E-09 -9,31151E-10 1

11727 2,048909E-08 1,299609E-09 -9,255027E-10 1

11728 2,048909E-08 1,299609E-09 -9,198797E-10 1

11729 2,048909E-08 1,299609E-09 -9,142824E-10 1

11730 2,048909E-08 1,29961E-09 -9,087106E-10 1

11731 2,048909E-08 1,29961E-09 -9,031643E-10 1

11732 2,048909E-08 1,29961E-09 -8,976436E-10 1

11733 2,048909E-08 1,299611E-09 -8,921484E-10 1

11734 2,048909E-08 1,299611E-09 -8,866787E-10 1

11735 2,048909E-08 1,299611E-09 -8,812345E-10 1

11736 2,048909E-08 1,299612E-09 -8,758159E-10 1

11737 2,048909E-08 1,299612E-09 -8,704227E-10 1

11738 2,048909E-08 1,299612E-09 -8,650551E-10 1

11739 2,048909E-08 1,299612E-09 -8,59713E-10 1

11740 2,048909E-08 1,299613E-09 -8,543963E-10 1

11741 2,048909E-08 1,299613E-09 -8,491052E-10 1

11742 2,048909E-08 1,299613E-09 -8,438397E-10 1

11743 2,048909E-08 1,299614E-09 -8,385995E-10 1

11744 2,048909E-08 1,299614E-09 -8,333849E-10 1

11745 2,048909E-08 1,299614E-09 -8,281958E-10 1

11746 2,048909E-08 1,299615E-09 -8,230322E-10 1

11747 2,048909E-08 1,299615E-09 -8,17894E-10 1

11748 2,048909E-08 1,299615E-09 -8,127814E-10 1

11749 2,048909E-08 1,299615E-09 -8,076942E-10 1

11750 2,048909E-08 1,299616E-09 -8,026326E-10 1

11751 2,048909E-08 1,299616E-09 -7,975965E-10 1

11752 2,048909E-08 1,299616E-09 -7,925858E-10 1

11753 2,048909E-08 1,299617E-09 -7,876007E-10 1

11754 2,048909E-08 1,299617E-09 -7,826409E-10 1

11755 2,048909E-08 1,299617E-09 -7,777066E-10 1

11756 2,048909E-08 1,299617E-09 -7,727978E-10 1

11757 2,048909E-08 1,299618E-09 -7,679145E-10 1

11758 2,048909E-08 1,299618E-09 -7,630567E-10 1

11759 2,048909E-08 1,299618E-09 -7,582244E-10 1

11760 2,048909E-08 1,299619E-09 -7,534174E-10 1

11761 2,048909E-08 1,299619E-09 -7,48636E-10 1

11762 2,048909E-08 1,299619E-09 -7,438801E-10 1

11763 2,048909E-08 1,299619E-09 -7,391495E-10 1

11764 2,048909E-08 1,29962E-09 -7,344446E-10 1

11765 2,048909E-08 1,29962E-09 -7,297649E-10 1

11766 2,048909E-08 1,29962E-09 -7,251108E-10 1

11767 2,048909E-08 1,299621E-09 -7,204821E-10 1

11768 2,048909E-08 1,299621E-09 -7,158789E-10 1

11769 2,048909E-08 1,299621E-09 -7,113011E-10 1

11770 2,048909E-08 1,299621E-09 -7,067488E-10 1

11771 2,048909E-08 1,299622E-09 -7,022219E-10 1

11772 2,048909E-08 1,299622E-09 -6,977206E-10 1

11773 2,048909E-08 1,299622E-09 -6,932446E-10 1

11774 2,048909E-08 1,299623E-09 -6,887941E-10 1

11775 2,048909E-08 1,299623E-09 -6,84369E-10 1

11776 2,048909E-08 1,299623E-09 -6,799693E-10 1

11777 2,048909E-08 1,299623E-09 -6,75595E-10 1

11778 2,048909E-08 1,299624E-09 -6,712462E-10 1

11779 2,048909E-08 1,299624E-09 -6,669229E-10 1

11780 2,048909E-08 1,299624E-09 -6,626249E-10 1

11781 2,048909E-08 1,299625E-09 -6,583523E-10 1

11782 2,048909E-08 1,299625E-09 -6,541052E-10 1

11783 2,048909E-08 1,299625E-09 -6,498835E-10 1

11784 2,048909E-08 1,299625E-09 -6,456873E-10 1

11785 2,048909E-08 1,299626E-09 -6,415165E-10 1

11786 2,048909E-08 1,299626E-09 -6,37371E-10 1

11787 2,048909E-08 1,299626E-09 -6,332511E-10 1

11788 2,048909E-08 1,299627E-09 -6,291564E-10 1

11789 2,048909E-08 1,299627E-09 -6,250873E-10 1

11790 2,048909E-08 1,299627E-09 -6,210435E-10 1

11791 2,048909E-08 1,299628E-09 -6,170252E-10 1

11792 2,048909E-08 1,299628E-09 -6,130322E-10 1

11793 2,048909E-08 1,299628E-09 -6,090647E-10 1

11794 2,048909E-08 1,299628E-09 -6,051225E-10 1

11795 2,048909E-08 1,299629E-09 -6,012058E-10 1

11796 2,048909E-08 1,299629E-09 -5,973144E-10 1

11797 2,048909E-08 1,299629E-09 -5,934484E-10 1

11798 2,048909E-08 1,29963E-09 -5,896079E-10 1

11799 2,048909E-08 1,29963E-09 -5,857927E-10 1

11800 2,048909E-08 1,29963E-09 -5,820029E-10 1

11801 2,048909E-08 1,29963E-09 -5,782385E-10 1

11802 2,048909E-08 1,299631E-09 -5,744994E-10 1

11803 2,048909E-08 1,299631E-09 -5,707859E-10 1

11804 2,048909E-08 1,299631E-09 -5,670976E-10 1

11805 2,048909E-08 1,299632E-09 -5,634347E-10 1

11806 2,048909E-08 1,299632E-09 -5,597972E-10 1

11807 2,048909E-08 1,299632E-09 -5,561851E-10 1

11808 2,048909E-08 1,299633E-09 -5,525983E-10 1

11809 2,048909E-08 1,299633E-09 -5,490369E-10 1

11810 2,048909E-08 1,299633E-09 -5,455009E-10 1

11811 2,048909E-08 1,299633E-09 -5,419903E-10 1

11812 2,048909E-08 1,299634E-09 -5,38505E-10 1

11813 2,048909E-08 1,299634E-09 -5,350451E-10 1

11814 2,048909E-08 1,299634E-09 -5,316105E-10 1

11815 2,048909E-08 1,299635E-09 -5,282013E-10 1

11816 2,048909E-08 1,299635E-09 -5,248175E-10 1

11817 2,048909E-08 1,299635E-09 -5,21459E-10 1

11818 2,048909E-08 1,299636E-09 -5,181259E-10 1

11819 2,048909E-08 1,299636E-09 -5,148181E-10 1

11820 2,048909E-08 1,299636E-09 -5,115358E-10 1

11821 2,048909E-08 1,299636E-09 -5,082786E-10 1

11822 2,048909E-08 1,299637E-09 -5,050469E-10 1

11823 2,048909E-08 1,299637E-09 -5,018405E-10 1

11824 2,048909E-08 1,299637E-09 -4,986595E-10 1

11825 2,048909E-08 1,299638E-09 -4,955037E-10 1

11826 2,048909E-08 1,299638E-09 -4,923734E-10 1

11827 2,048909E-08 1,299638E-09 -4,892684E-10 1

11828 2,048909E-08 1,299638E-09 -4,861887E-10 1

11829 2,048909E-08 1,299639E-09 -4,831344E-10 1

11830 2,048909E-08 1,299639E-09 -4,801053E-10 1

11831 2,048909E-08 1,299639E-09 -4,771016E-10 1

11832 2,048909E-08 1,29964E-09 -4,741233E-10 1

11833 2,048909E-08 1,29964E-09 -4,711702E-10 1

11834 2,048909E-08 1,29964E-09 -4,682424E-10 1

11835 2,048909E-08 1,29964E-09 -4,6534E-10 1

11836 2,048909E-08 1,299641E-09 -4,62463E-10 1

11837 2,048909E-08 1,299641E-09 -4,596112E-10 1

11838 2,048909E-08 1,299641E-09 -4,567847E-10 1

11839 2,048909E-08 1,299642E-09 -4,539836E-10 1

11840 2,048909E-08 1,299642E-09 -4,512077E-10 1

11841 2,048909E-08 1,299642E-09 -4,484572E-10 1

11842 2,048909E-08 1,299643E-09 -4,45732E-10 1

11843 2,048909E-08 1,299643E-09 -4,430321E-10 1

11844 2,048909E-08 1,299643E-09 -4,403575E-10 1

11845 2,048909E-08 1,299644E-09 -4,377082E-10 1

11846 2,048909E-08 1,299644E-09 -4,350842E-10 1

11847 2,048909E-08 1,299644E-09 -4,324855E-10 1

11848 2,048909E-08 1,299645E-09 -4,29912E-10 1

11849 2,048909E-08 1,299645E-09 -4,273639E-10 1

11850 2,048909E-08 1,299645E-09 -4,248411E-10 1

11851 2,048909E-08 1,299645E-09 -4,223435E-10 1

11852 2,048909E-08 1,299646E-09 -4,198713E-10 1

11853 2,048909E-08 1,299646E-09 -4,174243E-10 1

11854 2,048909E-08 1,299646E-09 -4,150026E-10 1

11855 2,048909E-08 1,299647E-09 -4,126062E-10 1

11856 2,048909E-08 1,299647E-09 -4,102351E-10 1

11857 2,048909E-08 1,299647E-09 -4,078892E-10 1

11858 2,048909E-08 1,299647E-09 -4,055687E-10 1

11859 2,048909E-08 1,299648E-09 -4,032733E-10 1

11860 2,048909E-08 1,299648E-09 -4,010033E-10 1

11861 2,048909E-08 1,299648E-09 -3,987586E-10 1

11862 2,048909E-08 1,299649E-09 -3,965391E-10 1

11863 2,048909E-08 1,299649E-09 -3,943448E-10 1

11864 2,048909E-08 1,299649E-09 -3,921758E-10 1

11865 2,048909E-08 1,299649E-09 -3,900321E-10 1

11866 2,048909E-08 1,29965E-09 -3,879137E-10 1

11867 2,048909E-08 1,29965E-09 -3,858205E-10 1

11868 2,048909E-08 1,29965E-09 -3,837526E-10 1

11869 2,048909E-08 1,299651E-09 -3,817099E-10 1

11870 2,048909E-08 1,299651E-09 -3,796925E-10 1

11871 2,048909E-08 1,299651E-09 -3,777003E-10 1

11872 2,048909E-08 1,299651E-09 -3,757334E-10 1

11873 2,048909E-08 1,299652E-09 -3,737917E-10 1

11874 2,048909E-08 1,299652E-09 -3,718753E-10 1

11875 2,048909E-08 1,299652E-09 -3,699841E-10 1

11876 2,048909E-08 1,299653E-09 -3,681181E-10 1

11877 2,048909E-08 1,299653E-09 -3,662774E-10 1

11878 2,048909E-08 1,299653E-09 -3,644619E-10 1

11879 2,048909E-08 1,299654E-09 -3,626717E-10 1

11880 2,048909E-08 1,299654E-09 -3,609067E-10 1

11881 2,048909E-08 1,299654E-09 -3,591669E-10 1

11882 2,048909E-08 1,299655E-09 -3,574523E-10 1

11883 2,048909E-08 1,299655E-09 -3,55763E-10 1

11884 2,048909E-08 1,299655E-09 -3,540989E-10 1

11885 2,048909E-08 1,299655E-09 -3,5246E-10 1

11886 2,048909E-08 1,299656E-09 -3,508463E-10 1

11887 2,048909E-08 1,299656E-09 -3,492579E-10 1

11888 2,048909E-08 1,299656E-09 -3,476947E-10 1

11889 2,048909E-08 1,299657E-09 -3,461567E-10 1

11890 2,048909E-08 1,299657E-09 -3,446439E-10 1

11891 2,048909E-08 1,299657E-09 -3,431563E-10 1

11892 2,048909E-08 1,299658E-09 -3,41694E-10 1

11893 2,048909E-08 1,299658E-09 -3,402568E-10 1

11894 2,048909E-08 1,299658E-09 -3,388448E-10 1

11895 2,048909E-08 1,299658E-09 -3,37458E-10 1

11896 2,048909E-08 1,299659E-09 -3,360965E-10 1

11897 2,048909E-08 1,299659E-09 -3,347601E-10 1

11898 2,048909E-08 1,299659E-09 -3,33449E-10 1

11899 2,048909E-08 1,29966E-09 -3,32163E-10 1

11900 2,048909E-08 1,29966E-09 -3,309023E-10 1

11901 2,048909E-08 1,29966E-09 -3,296667E-10 1

11902 2,048909E-08 1,29966E-09 -3,284562E-10 1

11903 2,048909E-08 1,299661E-09 -3,27271E-10 1

11904 2,048909E-08 1,299661E-09 -3,26111E-10 1

11905 2,048909E-08 1,299661E-09 -3,249762E-10 1

11906 2,048909E-08 1,299662E-09 -3,238665E-10 1

11907 2,048909E-08 1,299662E-09 -3,22782E-10 1

11908 2,048909E-08 1,299662E-09 -3,217227E-10 1

11909 2,048909E-08 1,299663E-09 -3,206886E-10 1

11910 2,048909E-08 1,299663E-09 -3,196796E-10 1

11911 2,048909E-08 1,299663E-09 -3,186958E-10 1

11912 2,048909E-08 1,299663E-09 -3,177373E-10 1

11913 2,048909E-08 1,299664E-09 -3,168038E-10 1

11914 2,048909E-08 1,299664E-09 -3,158955E-10 1

11915 2,048909E-08 1,299664E-09 -3,150124E-10 1

11916 2,048909E-08 1,299665E-09 -3,141545E-10 1

11917 2,048909E-08 1,299665E-09 -3,133217E-10 1

11918 2,048909E-08 1,299665E-09 -3,12514E-10 1

11919 2,048909E-08 1,299666E-09 -3,117316E-10 1

11920 2,048909E-08 1,299666E-09 -3,109742E-10 1

11921 2,048909E-08 1,299666E-09 -3,102421E-10 1

11922 2,048909E-08 1,299667E-09 -3,095351E-10 1

11923 2,048909E-08 1,299667E-09 -3,088532E-10 1

11924 2,048909E-08 1,299667E-09 -3,081965E-10 1

11925 2,048909E-08 1,299667E-09 -3,075649E-10 1

11926 2,048909E-08 1,299668E-09 -3,069585E-10 1

11927 2,048909E-08 1,299668E-09 -3,063772E-10 1

11928 2,048909E-08 1,299668E-09 -3,05821E-10 1

11929 2,048909E-08 1,299669E-09 -3,0529E-10 1

11930 2,048909E-08 1,299669E-09 -3,047841E-10 1

11931 2,048909E-08 1,299669E-09 -3,043034E-10 1

11932 2,048909E-08 1,29967E-09 -3,038478E-10 1

11933 2,048909E-08 1,29967E-09 -3,034172E-10 1

11934 2,048909E-08 1,29967E-09 -3,030119E-10 1

11935 2,048909E-08 1,29967E-09 -3,026317E-10 1

11936 2,048909E-08 1,299671E-09 -3,022766E-10 1

11937 2,048909E-08 1,299671E-09 -3,019466E-10 1

11938 2,048909E-08 1,299671E-09 -3,016417E-10 1

11939 2,048909E-08 1,299672E-09 -3,01362E-10 1

11940 2,048909E-08 1,299672E-09 -3,011073E-10 1

11941 2,048909E-08 1,299672E-09 -3,008778E-10 1

11942 2,048909E-08 1,299673E-09 -3,006733E-10 1

11943 2,048909E-08 1,299673E-09 -3,00494E-10 1

11944 2,048909E-08 1,299673E-09 -3,003398E-10 1

11945 2,048909E-08 1,299673E-09 -3,002108E-10 1

11946 2,048909E-08 1,299674E-09 -3,001068E-10 1

11947 2,048909E-08 1,299674E-09 -3,000279E-10 1

11948 2,048909E-08 1,299674E-09 -2,999741E-10 1

11949 2,048909E-08 1,299675E-09 -2,999454E-10 1

11950 2,048909E-08 1,299675E-09 -2,999418E-10 1

11951 2,048909E-08 1,299675E-09 -2,999633E-10 1

11952 2,048909E-08 1,299675E-09 -3,000099E-10 1

11953 2,048909E-08 1,299676E-09 -3,000816E-10 1

11954 2,048909E-08 1,299676E-09 -3,001784E-10 1

11955 2,048909E-08 1,299676E-09 -3,003002E-10 1

11956 2,048909E-08 1,299677E-09 -3,004472E-10 1

11957 2,048909E-08 1,299677E-09 -3,006192E-10 1

11958 2,048909E-08 1,299677E-09 -3,008163E-10 1

11959 2,048909E-08 1,299677E-09 -3,010385E-10 1

11960 2,048909E-08 1,299678E-09 -3,012857E-10 1

11961 2,048909E-08 1,299678E-09 -3,015581E-10 1

11962 2,048909E-08 1,299678E-09 -3,018555E-10 1

11963 2,048909E-08 1,299679E-09 -3,02178E-10 1

11964 2,048909E-08 1,299679E-09 -3,025255E-10 1

11965 2,048909E-08 1,299679E-09 -3,028981E-10 1

11966 2,048909E-08 1,299679E-09 -3,032958E-10 1

11967 2,048909E-08 1,29968E-09 -3,037186E-10 1

11968 2,048909E-08 1,29968E-09 -3,041664E-10 1

11969 2,048909E-08 1,29968E-09 -3,046392E-10 1

11970 2,048909E-08 1,299681E-09 -3,051371E-10 1

11971 2,048909E-08 1,299681E-09 -3,056601E-10 1

11972 2,048909E-08 1,299681E-09 -3,062081E-10 1

11973 2,048909E-08 1,299682E-09 -3,067812E-10 1

11974 2,048909E-08 1,299682E-09 -3,073793E-10 1

11975 2,048909E-08 1,299682E-09 -3,080025E-10 1

11976 2,048909E-08 1,299682E-09 -3,086507E-10 1

11977 2,048909E-08 1,299683E-09 -3,09324E-10 1

11978 2,048909E-08 1,299683E-09 -3,100223E-10 1

11979 2,048909E-08 1,299683E-09 -3,107456E-10 1

11980 2,048909E-08 1,299684E-09 -3,11494E-10 1

11981 2,048909E-08 1,299684E-09 -3,122674E-10 1

11982 2,048909E-08 1,299684E-09 -3,130658E-10 1

11983 2,048909E-08 1,299685E-09 -3,138893E-10 1

11984 2,048909E-08 1,299685E-09 -3,147378E-10 1

11985 2,048909E-08 1,299685E-09 -3,156113E-10 1

11986 2,048909E-08 1,299685E-09 -3,165099E-10 1

11987 2,048909E-08 1,299686E-09 -3,174335E-10 1

11988 2,048909E-08 1,299686E-09 -3,183822E-10 1

11989 2,048909E-08 1,299686E-09 -3,193558E-10 1

11990 2,048909E-08 1,299687E-09 -3,203544E-10 1

11991 2,048909E-08 1,299687E-09 -3,213781E-10 1

11992 2,048909E-08 1,299687E-09 -3,224268E-10 1

11993 2,048909E-08 1,299687E-09 -3,235004E-10 1

11994 2,048909E-08 1,299688E-09 -3,245991E-10 1

11995 2,048909E-08 1,299688E-09 -3,257228E-10 1

11996 2,048909E-08 1,299688E-09 -3,268715E-10 1

11997 2,048909E-08 1,299689E-09 -3,280453E-10 1

11998 2,048909E-08 1,299689E-09 -3,29244E-10 1

11999 2,048909E-08 1,299689E-09 -3,304677E-10 1

12000 2,048909E-08 1,29969E-09 -3,317165E-10 1

12001 2,048909E-08 1,29969E-09 -3,329902E-10 1

12002 2,048909E-08 1,29969E-09 -3,342889E-10 1

12003 2,048909E-08 1,29969E-09 -3,356126E-10 1

12004 2,048909E-08 1,299691E-09 -3,369613E-10 1

12005 2,048909E-08 1,299691E-09 -3,38335E-10 1

12006 2,048909E-08 1,299691E-09 -3,397337E-10 1

12007 2,048909E-08 1,299692E-09 -3,411574E-10 1

12008 2,048909E-08 1,299692E-09 -3,42606E-10 1

12009 2,048909E-08 1,299692E-09 -3,440796E-10 1

12010 2,048909E-08 1,299693E-09 -3,455782E-10 1

12011 2,048909E-08 1,299693E-09 -3,471018E-10 1

12012 2,048909E-08 1,299693E-09 -3,486504E-10 1

12013 2,048909E-08 1,299694E-09 -3,502239E-10 1

12014 2,048909E-08 1,299694E-09 -3,518224E-10 1

12015 2,048909E-08 1,299694E-09 -3,534459E-10 1

12016 2,048909E-08 1,299694E-09 -3,550943E-10 1

12017 2,048909E-08 1,299695E-09 -3,567677E-10 1

12018 2,048909E-08 1,299695E-09 -3,584661E-10 1

12019 2,048909E-08 1,299695E-09 -3,601894E-10 1

12020 2,048909E-08 1,299696E-09 -3,619377E-10 1

12021 2,048909E-08 1,299696E-09 -3,63711E-10 1

12022 2,048909E-08 1,299696E-09 -3,655092E-10 1

12023 2,048909E-08 1,299697E-09 -3,673323E-10 1

12024 2,048909E-08 1,299697E-09 -3,691804E-10 1

12025 2,048909E-08 1,299697E-09 -3,710535E-10 1

12026 2,048909E-08 1,299697E-09 -3,729516E-10 1

12027 2,048909E-08 1,299698E-09 -3,748745E-10 1

12028 2,048909E-08 1,299698E-09 -3,768224E-10 1

12029 2,048909E-08 1,299698E-09 -3,787952E-10 1

12030 2,048909E-08 1,299699E-09 -3,807931E-10 1

12031 2,048909E-08 1,299699E-09 -3,828158E-10 1

12032 2,048909E-08 1,299699E-09 -3,848635E-10 1

12033 2,048909E-08 1,2997E-09 -3,869361E-10 1

12034 2,048909E-08 1,2997E-09 -3,890336E-10 1

12035 2,048909E-08 1,2997E-09 -3,911561E-10 1

12036 2,048909E-08 1,2997E-09 -3,933034E-10 1

12037 2,048909E-08 1,299701E-09 -3,954758E-10 1

12038 2,048909E-08 1,299701E-09 -3,97673E-10 1

12039 2,048909E-08 1,299701E-09 -3,998952E-10 1

12040 2,048909E-08 1,299702E-09 -4,021423E-10 1

12041 2,048909E-08 1,299702E-09 -4,044143E-10 1

12042 2,048909E-08 1,299702E-09 -4,067113E-10 1

12043 2,048909E-08 1,299702E-09 -4,090331E-10 1

12044 2,048909E-08 1,299703E-09 -4,113799E-10 1

12045 2,048909E-08 1,299703E-09 -4,137515E-10 1

12046 2,048909E-08 1,299703E-09 -4,161481E-10 1

12047 2,048909E-08 1,299704E-09 -4,185696E-10 1

12048 2,048909E-08 1,299704E-09 -4,21016E-10 1

12049 2,048909E-08 1,299704E-09 -4,234873E-10 1

12050 2,048909E-08 1,299704E-09 -4,259835E-10 1

12051 2,048909E-08 1,299705E-09 -4,285046E-10 1

12052 2,048909E-08 1,299705E-09 -4,310506E-10 1

