0 1,060008E-05 1,151933E-08 2,176664E-10 1
27398 -0,003249983 0,115486 0,04983373 0,992053

27417 -0,003250258 0,1154853 0,04983332 0,9920532

27436 -0,003250547 0,1154855 0,0498321 0,9920532

27455 -0,003249757 0,1154858 0,04982971 0,9920533

27474 -0,003251552 0,1154851 0,04983025 0,9920533

27493 -0,003251102 0,1154856 0,0498285 0,9920533

27512 -0,003252108 0,1154851 0,04982835 0,9920534

27531 -0,00325284 0,1154855 0,04982726 0,9920534

27550 -0,003253845 0,1154852 0,04982723 0,9920534

27569 -0,003254878 0,1154855 0,04982631 0,9920534

27588 -0,003256063 0,1154852 0,04982655 0,9920535

27607 -0,003256894 0,1154856 0,04982559 0,9920534

27626 -0,003258067 0,1154853 0,04982582 0,9920535

27645 -0,003258845 0,1154857 0,04982492 0,9920534

27664 -0,003259989 0,1154854 0,04982531 0,9920535

27683 -0,003260793 0,1154858 0,04982446 0,9920534

27702 -0,003261874 0,1154853 0,04982528 0,9920535

27721 -0,003262576 0,1154858 0,04982458 0,9920534

27740 -0,003263447 0,1154854 0,04982535 0,9920536

27759 -0,00326388 0,1154857 0,0498249 0,9920534

27778 -0,003263389 0,1154854 0,04982473 0,9920535

27797 -0,003263455 0,1154856 0,04982405 0,9920535

27816 -0,003263809 0,1154851 0,04982476 0,9920536

27835 -0,003262679 0,1154856 0,04982315 0,9920536

27854 -0,003263687 0,115485 0,04982393 0,9920536

27873 -0,003262724 0,1154855 0,04982254 0,9920536

27892 -0,003263983 0,1154849 0,0498234 0,9920536

27911 -0,00326309 0,1154855 0,04982207 0,9920536

27930 -0,003264466 0,1154849 0,04982302 0,9920536

27949 -0,003263737 0,1154854 0,04982183 0,9920536

27968 -0,003262803 0,1154851 0,04982128 0,9920538

27987 -0,003262429 0,1154852 0,04982025 0,9920537

28006 -0,003262445 0,1154847 0,04982075 0,9920538

28025 -0,003262442 0,115485 0,0498202 0,9920538

28044 -0,003262649 0,1154846 0,04982076 0,9920539

28063 -0,003262489 0,1154849 0,04982008 0,9920538

28082 -0,003262583 0,1154851 0,04981908 0,9920539

28101 -0,003262673 0,1154846 0,04981947 0,9920539

28120 -0,00326276 0,1154849 0,04981882 0,992054

28139 -0,003262692 0,1154846 0,04981928 0,992054

28158 -0,003262504 0,1154849 0,04981851 0,992054

28177 -0,00326243 0,1154845 0,04981893 0,992054

28196 -0,003262229 0,1154848 0,04981823 0,9920539

28215 -0,003262139 0,115485 0,04981729 0,9920539

28234 -0,003262403 0,1154845 0,04981773 0,992054

28253 -0,003262246 0,1154848 0,04981713 0,992054

28272 -0,003262359 0,1154844 0,04981765 0,992054

28291 -0,003262209 0,1154847 0,04981704 0,992054

28310 -0,003262393 0,1154843 0,04981757 0,992054

28329 -0,003262291 0,1154847 0,04981701 0,992054

28348 -0,003262185 0,1154849 0,049816 0,992054

28367 -0,003262444 0,1154844 0,04981653 0,992054

28386 -0,003262474 0,1154847 0,049816 0,992054

28405 -0,003262616 0,1154843 0,04981668 0,992054

28424 -0,003261434 0,1154849 0,04981527 0,9920541

28443 -0,00326236 0,1154843 0,04981612 0,9920542

28462 -0,003262214 0,1154847 0,04981569 0,992054

28481 -0,003262649 0,1154843 0,04981642 0,9920542

28500 -0,003261319 0,1154849 0,04981485 0,9920541

28519 -0,003262266 0,1154843 0,04981567 0,9920542

28538 -0,003262276 0,1154847 0,04981524 0,9920542

28557 -0,003262289 0,1154843 0,04981584 0,9920542

28576 -0,003262221 0,1154847 0,04981522 0,9920541

28595 -0,003262308 0,1154843 0,04981583 0,9920542

28614 -0,003262199 0,1154846 0,04981525 0,9920541

28633 -0,003262203 0,1154843 0,04981592 0,9920541

28652 -0,003262185 0,1154846 0,04981537 0,9920541

28671 -0,003262269 0,1154842 0,04981603 0,9920542

28690 -0,003262068 0,1154845 0,04981552 0,9920541

28709 -0,003262111 0,1154842 0,04981611 0,9920541

28728 -0,003262001 0,1154845 0,04981555 0,9920541

28747 -0,00326194 0,1154847 0,04981463 0,9920541

28766 -0,003262088 0,1154843 0,04981519 0,9920541

28785 -0,003262074 0,1154846 0,04981476 0,9920541

28804 -0,003262297 0,1154842 0,04981537 0,9920542

28823 -0,003262213 0,1154846 0,04981489 0,9920541

28842 -0,003262303 0,1154842 0,04981554 0,9920542

28861 -0,003262157 0,1154845 0,04981508 0,9920541

28880 -0,003262196 0,1154841 0,04981577 0,9920541

28899 -0,003262265 0,1154845 0,04981527 0,9920542

28918 -0,00326214 0,1154847 0,04981434 0,9920541

28937 -0,00326259 0,1154842 0,04981513 0,9920542

28956 -0,003261497 0,1154848 0,0498137 0,9920541

28975 -0,003262853 0,1154842 0,04981503 0,9920542

28994 -0,003261865 0,1154848 0,04981387 0,9920541

29013 -0,003263378 0,1154842 0,04981518 0,9920542

29032 -0,003262418 0,1154849 0,04981401 0,9920542

29051 -0,003262646 0,1154845 0,04981419 0,9920542

29070 -0,003262824 0,1154843 0,04981494 0,9920542

29089 -0,003262676 0,1154848 0,04981402 0,9920541

29108 -0,003263061 0,1154845 0,04981448 0,9920542

29127 -0,003263028 0,1154844 0,049815 0,9920541

29146 -0,003263023 0,1154849 0,04981419 0,9920542

29165 -0,00326314 0,1154846 0,04981452 0,9920541

29184 -0,003263319 0,1154844 0,04981515 0,9920542

29203 -0,003263015 0,1154849 0,04981418 0,9920541

29222 -0,003263459 0,1154846 0,04981453 0,9920542

29241 -0,003263413 0,1154844 0,04981507 0,9920541

29260 -0,003263379 0,1154849 0,04981421 0,9920541

29279 -0,003263751 0,1154846 0,04981475 0,9920542

29298 -0,003263697 0,1154845 0,04981526 0,9920541

29317 -0,003263604 0,1154849 0,04981435 0,9920541

29336 -0,003263901 0,1154846 0,04981477 0,9920541

29355 -0,003264058 0,1154844 0,04981546 0,9920541

29374 -0,003264021 0,1154849 0,04981463 0,9920541

29393 -0,003264087 0,1154847 0,0498148 0,9920541

29412 -0,003264104 0,1154845 0,04981542 0,9920541

29431 -0,00326406 0,115485 0,04981449 0,9920541

29450 -0,003264088 0,1154847 0,04981468 0,9920541

29469 -0,003264098 0,1154845 0,0498153 0,9920541

29488 -0,003264015 0,115485 0,04981445 0,9920541

29507 -0,003264003 0,1154847 0,04981463 0,9920541

29526 -0,003264105 0,1154845 0,04981523 0,9920541

29545 -0,003264025 0,115485 0,04981446 0,9920541

29564 -0,003264014 0,1154847 0,04981471 0,9920541

29583 -0,003264086 0,1154845 0,04981525 0,9920541

29602 -0,003263934 0,115485 0,0498144 0,9920541

29621 -0,003264055 0,1154847 0,04981459 0,9920541

29640 -0,003264071 0,1154845 0,04981521 0,9920541

29659 -0,003264105 0,115485 0,04981435 0,9920541

29678 -0,003264429 0,1154847 0,04981488 0,9920541

29697 -0,003264571 0,1154845 0,04981558 0,9920541

29716 -0,003264506 0,115485 0,04981476 0,9920541

29735 -0,003264519 0,1154847 0,04981489 0,9920541

29754 -0,003264487 0,1154846 0,04981543 0,9920541

29773 -0,003264347 0,115485 0,04981454 0,9920541

29792 -0,003264335 0,1154847 0,04981475 0,9920541

29811 -0,003264376 0,1154846 0,0498153 0,9920541

29830 -0,003264269 0,115485 0,04981445 0,9920541

29849 -0,003264279 0,1154847 0,04981467 0,9920541

29868 -0,003264294 0,1154846 0,04981526 0,9920541

29887 -0,003264164 0,115485 0,04981439 0,9920541

29906 -0,003264275 0,1154847 0,0498146 0,9920541

29925 -0,003264328 0,1154846 0,04981524 0,9920541

29944 -0,003264257 0,115485 0,04981441 0,9920541

29963 -0,003264301 0,1154848 0,04981457 0,9920541

29982 -0,003264342 0,1154846 0,04981513 0,9920541

30001 -0,003264238 0,115485 0,04981431 0,9920541

30020 -0,003264518 0,1154847 0,04981476 0,9920541

30039 -0,003264623 0,1154846 0,04981545 0,9920541

30058 -0,003264555 0,1154851 0,0498146 0,9920541

30077 -0,003264531 0,1154848 0,04981481 0,9920541

30096 -0,003264615 0,1154846 0,04981534 0,9920541

30115 -0,003264406 0,1154851 0,04981454 0,9920541

30134 -0,003264481 0,1154848 0,0498147 0,9920541

30153 -0,00326448 0,1154846 0,04981528 0,9920541

30172 -0,003264384 0,1154851 0,04981444 0,9920541

30191 -0,003264394 0,1154848 0,04981468 0,9920541

30210 -0,003264418 0,1154846 0,04981526 0,9920541

30229 -0,003264323 0,1154851 0,04981441 0,9920541

30248 -0,003264336 0,1154848 0,04981463 0,9920541

30267 -0,003264455 0,1154846 0,04981522 0,9920541

30286 -0,003264375 0,1154851 0,0498144 0,9920541

30305 -0,003264355 0,1154848 0,04981462 0,9920541

30324 -0,003264395 0,1154846 0,04981524 0,9920541

30343 -0,003264308 0,1154851 0,04981439 0,9920541

30362 -0,003264316 0,1154848 0,04981463 0,9920541

30381 -0,003264407 0,1154846 0,04981519 0,9920541

30400 -0,003264368 0,1154845 0,0498159 0,9920541

30419 -0,003264196 0,115485 0,04981505 0,9920541

30438 -0,003264151 0,1154847 0,04981517 0,9920541

30457 -0,00326407 0,1154845 0,04981568 0,9920541

30476 -0,003263907 0,115485 0,04981479 0,9920541

30495 -0,003263868 0,1154847 0,04981487 0,9920541

30514 -0,003263845 0,1154845 0,04981536 0,9920541

30533 -0,003263686 0,115485 0,04981451 0,9920541

30552 -0,003263758 0,1154847 0,04981467 0,9920541

30571 -0,003263815 0,1154845 0,04981529 0,9920541

30590 -0,003263765 0,1154849 0,04981444 0,9920541

30609 -0,003263846 0,1154847 0,04981464 0,9920541

30628 -0,003263968 0,1154845 0,04981524 0,9920541

30647 -0,003263913 0,115485 0,04981442 0,9920541

30666 -0,003263936 0,1154847 0,04981466 0,9920541

30685 -0,003264051 0,1154845 0,04981527 0,9920541

30704 -0,003264007 0,115485 0,04981443 0,9920541

30723 -0,003264023 0,1154847 0,04981467 0,9920541

30742 -0,003264098 0,1154845 0,04981524 0,9920541

30761 -0,003263947 0,115485 0,0498144 0,9920541

30780 -0,003264029 0,1154847 0,04981457 0,9920541

30799 -0,003264138 0,1154845 0,04981517 0,9920541

30818 -0,003264021 0,115485 0,04981441 0,9920541

30837 -0,003264044 0,1154847 0,04981465 0,9920541

30856 -0,003264165 0,1154845 0,04981523 0,9920541

30875 -0,003264079 0,115485 0,04981436 0,9920541

30894 -0,003264396 0,1154847 0,04981485 0,9920541

30913 -0,003264545 0,1154845 0,04981552 0,9920541

30932 -0,003264431 0,115485 0,04981474 0,9920541

30951 -0,003264474 0,1154847 0,04981491 0,9920541

30970 -0,003264521 0,1154846 0,04981542 0,9920541

30989 -0,003264317 0,115485 0,04981457 0,9920541

31008 -0,003264379 0,1154847 0,04981473 0,9920541

31027 -0,003264415 0,1154846 0,04981527 0,9920541

31046 -0,003264247 0,115485 0,04981448 0,9920541

31065 -0,003264256 0,1154847 0,0498147 0,9920541

31084 -0,003264363 0,1154845 0,04981527 0,9920541

31103 -0,00326429 0,115485 0,04981451 0,9920541

31122 -0,003264325 0,1154847 0,04981477 0,9920541

31141 -0,0032644 0,1154846 0,04981541 0,9920541

31160 -0,003264323 0,115485 0,04981454 0,9920541

31179 -0,003264342 0,1154848 0,04981476 0,9920541

31198 -0,003264425 0,1154846 0,04981531 0,9920541

31217 -0,00326427 0,115485 0,04981452 0,9920541

31236 -0,003264347 0,1154848 0,04981469 0,9920541

31255 -0,003264418 0,1154846 0,04981526 0,9920541

31274 -0,003264257 0,115485 0,04981447 0,9920541

31293 -0,003264291 0,1154848 0,0498146 0,9920541

31312 -0,003264327 0,1154846 0,04981516 0,9920541

31331 -0,00326427 0,115485 0,04981436 0,9920541

31350 -0,003264355 0,1154848 0,04981454 0,9920541

31369 -0,003264389 0,1154846 0,0498152 0,9920541

31388 -0,003264348 0,115485 0,0498144 0,9920541

31407 -0,003264424 0,1154848 0,04981463 0,9920541

31426 -0,003264555 0,1154846 0,04981522 0,9920541

31445 -0,003264459 0,1154851 0,04981441 0,9920541

31464 -0,00326447 0,1154848 0,04981466 0,9920541

31483 -0,00326446 0,1154846 0,04981521 0,9920541

31502 -0,00326436 0,1154851 0,04981436 0,9920541

31521 -0,003264368 0,1154848 0,04981459 0,9920541

31540 -0,00326441 0,1154846 0,04981523 0,9920541

31559 -0,0032643 0,1154851 0,04981435 0,9920541

31578 -0,003264314 0,1154848 0,04981457 0,9920541

31597 -0,003264435 0,1154846 0,04981517 0,9920541

31616 -0,00326446 0,1154845 0,04981585 0,9920541

31635 -0,003264308 0,115485 0,04981503 0,9920541

31654 -0,003264278 0,1154847 0,04981517 0,9920541

31673 -0,003264204 0,1154845 0,04981576 0,9920541

31692 -0,003264 0,115485 0,0498148 0,9920541

31711 -0,003263982 0,1154847 0,04981489 0,9920542

31730 -0,003263788 0,1154845 0,04981531 0,9920542

31749 -0,003263511 0,115485 0,0498143 0,9920542

31768 -0,00326373 0,1154846 0,04981455 0,9920542

31787 -0,003263664 0,1154845 0,0498151 0,9920542

31806 -0,00326346 0,115485 0,04981416 0,9920542

31825 -0,003263678 0,1154846 0,04981447 0,9920542

31844 -0,003263716 0,1154845 0,049815 0,9920542

31863 -0,00326351 0,115485 0,04981415 0,9920542

31882 -0,00326372 0,1154847 0,04981451 0,9920542

31901 -0,003263808 0,1154845 0,0498151 0,9920542

31920 -0,003263665 0,115485 0,04981421 0,9920542

31939 -0,003263848 0,1154847 0,04981458 0,9920542

31958 -0,003263854 0,1154845 0,04981514 0,9920542

31977 -0,003263688 0,115485 0,04981421 0,9920542

31996 -0,003263937 0,1154847 0,04981453 0,9920542

32015 -0,003263878 0,1154846 0,04981508 0,9920542

32034 -0,00326369 0,115485 0,04981412 0,9920542

32053 -0,003263927 0,1154847 0,04981444 0,9920542

32072 -0,003263952 0,1154846 0,04981504 0,9920542

32091 -0,003263819 0,115485 0,04981413 0,9920542

32110 -0,003264018 0,1154847 0,04981453 0,9920542

32129 -0,003263972 0,1154846 0,04981512 0,9920542

32148 -0,003263831 0,1154851 0,04981417 0,9920542

32167 -0,003264045 0,1154847 0,04981459 0,9920542

32186 -0,003264026 0,1154846 0,04981518 0,9920542

32205 -0,003263904 0,1154851 0,04981423 0,9920542

32224 -0,003264129 0,1154848 0,04981464 0,9920542

32243 -0,003264192 0,1154846 0,04981521 0,9920542

32262 -0,003263935 0,1154851 0,04981429 0,9920542

32281 -0,003264166 0,1154848 0,04981459 0,9920542

32300 -0,003264147 0,1154846 0,04981516 0,9920542

32319 -0,00326406 0,1154845 0,04981581 0,992054

32338 -0,003264027 0,115485 0,04981498 0,9920542

32357 -0,003263843 0,1154847 0,04981507 0,9920542

32376 -0,003263685 0,1154845 0,04981544 0,9920542

32395 -0,003263338 0,115485 0,04981446 0,9920542

32414 -0,00326321 0,1154847 0,04981442 0,9920541

32433 -0,003263442 0,1154844 0,0498152 0,9920541

32452 -0,003263476 0,1154849 0,04981444 0,9920541

32471 -0,003263568 0,1154847 0,04981471 0,9920541

32490 -0,003263614 0,1154845 0,04981535 0,9920541

32509 -0,003263587 0,115485 0,04981451 0,9920541

32528 -0,003263701 0,1154847 0,04981469 0,9920541

32547 -0,003263733 0,1154845 0,04981531 0,9920541

32566 -0,003263704 0,115485 0,04981445 0,9920541

32585 -0,003263735 0,1154847 0,0498147 0,9920541

32604 -0,003263816 0,1154845 0,04981526 0,9920541

32623 -0,003263725 0,115485 0,04981444 0,9920541

32642 -0,003263766 0,1154847 0,04981468 0,9920541

32661 -0,003263831 0,1154845 0,04981532 0,9920541

32680 -0,003263805 0,115485 0,04981449 0,9920541

32699 -0,003263843 0,1154847 0,04981472 0,9920541

32718 -0,003263942 0,1154845 0,04981527 0,9920541

32737 -0,003263892 0,115485 0,04981441 0,9920541

32756 -0,003263962 0,1154847 0,04981468 0,9920541

32775 -0,00326411 0,1154845 0,04981522 0,9920541

32794 -0,003264034 0,115485 0,04981445 0,9920541

32813 -0,003264061 0,1154847 0,04981473 0,9920541

32832 -0,003264163 0,1154846 0,04981529 0,9920541

32851 -0,003264101 0,115485 0,04981445 0,9920541

32870 -0,003264107 0,1154848 0,04981471 0,9920541

32889 -0,003264199 0,1154846 0,04981526 0,9920541

32908 -0,003264067 0,115485 0,04981445 0,9920541

32927 -0,003264139 0,1154848 0,04981465 0,9920541

32946 -0,003264262 0,1154846 0,04981524 0,9920541

32965 -0,003264157 0,1154851 0,04981439 0,9920541

32984 -0,003264165 0,1154848 0,04981462 0,9920541

33003 -0,003264221 0,1154846 0,04981524 0,9920541

33022 -0,003264157 0,1154851 0,04981441 0,9920541

33041 -0,003264203 0,1154848 0,04981458 0,9920541

33060 -0,003264295 0,1154846 0,04981514 0,9920541

33079 -0,003264158 0,1154851 0,04981437 0,9920541

33098 -0,003264242 0,1154848 0,04981456 0,9920541

33117 -0,003264293 0,1154846 0,04981521 0,9920541

33136 -0,003264182 0,1154851 0,04981436 0,9920541

33155 -0,003264498 0,1154848 0,04981484 0,9920541

33174 -0,00326468 0,1154846 0,04981548 0,9920541

33193 -0,003264586 0,1154851 0,04981473 0,9920541

33212 -0,003264545 0,1154848 0,04981491 0,9920541

33231 -0,003264589 0,1154846 0,04981539 0,9920541

33250 -0,00326445 0,1154851 0,04981449 0,9920541

33269 -0,003264433 0,1154848 0,0498147 0,9920541

33288 -0,003264494 0,1154846 0,04981525 0,9920541

33307 -0,003264334 0,1154851 0,04981446 0,9920541

33326 -0,0032644 0,1154848 0,04981464 0,9920541

33345 -0,003264423 0,1154846 0,04981516 0,9920541

33364 -0,003264415 0,1154845 0,04981582 0,9920541

33383 -0,003264148 0,115485 0,04981501 0,9920541

33402 -0,003264099 0,1154847 0,0498151 0,9920541

33421 -0,003264083 0,1154845 0,04981558 0,9920541

33440 -0,003263902 0,115485 0,04981468 0,9920541

33459 -0,00326389 0,1154847 0,04981481 0,9920541

33478 -0,003263895 0,1154845 0,04981543 0,9920541

33497 -0,00326383 0,115485 0,04981456 0,9920541

33516 -0,003263819 0,1154847 0,04981476 0,9920541

33535 -0,003263878 0,1154845 0,04981532 0,9920541

33554 -0,003263768 0,115485 0,04981444 0,9920541

33573 -0,003263794 0,1154847 0,04981464 0,9920541

33592 -0,003263837 0,1154845 0,04981528 0,9920541

33611 -0,0032638 0,115485 0,04981444 0,9920541

33630 -0,003263833 0,1154847 0,04981466 0,9920541

33649 -0,003263914 0,1154845 0,04981522 0,9920541

33668 -0,003263814 0,115485 0,04981442 0,9920541

33687 -0,003263874 0,1154847 0,04981469 0,9920541

33706 -0,003263909 0,1154845 0,04981532 0,9920541

33725 -0,003263844 0,115485 0,04981442 0,9920541

33744 -0,003263929 0,1154847 0,04981459 0,9920541

33763 -0,003264037 0,1154845 0,04981519 0,9920541

33782 -0,003263977 0,115485 0,04981443 0,9920541

33801 -0,003263985 0,1154847 0,04981464 0,9920541

33820 -0,003264032 0,1154845 0,04981529 0,9920541

33839 -0,003264011 0,115485 0,04981444 0,9920541

33858 -0,003263993 0,1154847 0,04981463 0,9920541

33877 -0,003264103 0,1154846 0,04981524 0,9920541

33896 -0,003264007 0,115485 0,04981442 0,9920541

33915 -0,003264028 0,1154847 0,04981465 0,9920541

33934 -0,003264144 0,1154846 0,04981525 0,9920541

33953 -0,003264103 0,115485 0,04981442 0,9920541

33972 -0,003264126 0,1154848 0,04981469 0,9920541

33991 -0,003264216 0,1154846 0,04981525 0,9920541

34010 -0,003264094 0,115485 0,04981444 0,9920541

34029 -0,003264161 0,1154848 0,04981464 0,9920541

34048 -0,00326422 0,1154846 0,04981527 0,9920541

34067 -0,003264166 0,1154851 0,04981445 0,9920541

34086 -0,003264259 0,1154848 0,04981466 0,9920541

34105 -0,003264345 0,1154846 0,0498152 0,9920541

34124 -0,003264233 0,1154851 0,04981446 0,9920541

34143 -0,003264259 0,1154848 0,04981469 0,9920541

34162 -0,003264355 0,1154846 0,04981524 0,9920541

34181 -0,003264223 0,1154851 0,04981446 0,9920541

34200 -0,003264199 0,1154848 0,04981465 0,9920541

34219 -0,003264285 0,1154846 0,04981518 0,9920541

34238 -0,003264282 0,1154845 0,04981593 0,9920541

34257 -0,003264105 0,115485 0,04981511 0,9920541

34276 -0,003264121 0,1154847 0,04981524 0,9920541

34295 -0,003264072 0,1154845 0,04981574 0,9920541

34314 -0,003263874 0,115485 0,04981487 0,9920541

34333 -0,003263852 0,1154847 0,04981503 0,9920541

34352 -0,003263875 0,1154845 0,04981553 0,9920541

34371 -0,003263738 0,115485 0,04981462 0,9920541

34390 -0,003263704 0,1154847 0,04981479 0,9920541

34409 -0,00326375 0,1154845 0,04981533 0,9920541

34428 -0,003263662 0,115485 0,04981446 0,9920541

34447 -0,00326365 0,1154847 0,04981464 0,9920541

34466 -0,003263705 0,1154845 0,04981527 0,9920541

34485 -0,003263658 0,115485 0,04981443 0,9920541

34504 -0,003263748 0,1154847 0,04981462 0,9920541

34523 -0,003263806 0,1154845 0,04981529 0,9920541

34542 -0,003263772 0,115485 0,04981444 0,9920541

34561 -0,003263821 0,1154847 0,04981459 0,9920541

34580 -0,003263938 0,1154845 0,04981519 0,9920541

34599 -0,003263918 0,115485 0,0498144 0,9920541

34618 -0,003263943 0,1154847 0,04981466 0,9920541

34637 -0,003264059 0,1154845 0,04981527 0,9920541

34656 -0,003264031 0,115485 0,04981442 0,9920541

34675 -0,003264083 0,1154847 0,04981472 0,9920541

34694 -0,003264123 0,1154845 0,04981534 0,9920541

34713 -0,00326408 0,115485 0,04981447 0,9920541

34732 -0,003264127 0,1154847 0,04981465 0,9920541

34751 -0,003264234 0,1154846 0,04981523 0,9920541

34770 -0,003264073 0,115485 0,0498144 0,9920541

34789 -0,003264182 0,1154847 0,04981462 0,9920541

34808 -0,003264253 0,1154846 0,04981526 0,9920541

34827 -0,003264196 0,115485 0,04981444 0,9920541

34846 -0,003264282 0,1154847 0,04981463 0,9920541

34865 -0,003264334 0,1154846 0,04981527 0,9920541

34884 -0,003264263 0,115485 0,04981444 0,9920541

34903 -0,003264306 0,1154848 0,0498146 0,9920541

34922 -0,003264384 0,1154846 0,0498152 0,9920541

34941 -0,003264275 0,115485 0,04981444 0,9920541

34960 -0,003264361 0,1154848 0,04981465 0,9920541

34979 -0,003264456 0,1154846 0,04981523 0,9920541

34998 -0,003264312 0,1154851 0,04981444 0,9920541

35017 -0,003264328 0,1154848 0,04981468 0,9920541

35036 -0,003264402 0,1154846 0,04981523 0,9920541

35055 -0,003264214 0,1154851 0,0498144 0,9920541

35074 -0,003264266 0,1154848 0,04981465 0,9920541

35093 -0,003264283 0,1154846 0,04981526 0,9920541

35112 -0,003264274 0,1154851 0,04981438 0,9920541

35131 -0,003264288 0,1154848 0,0498146 0,9920541

35150 -0,00326433 0,1154846 0,04981524 0,9920541

35169 -0,003264232 0,1154851 0,04981437 0,9920541

35188 -0,003264253 0,1154848 0,0498146 0,9920541

35207 -0,003264306 0,1154846 0,04981523 0,9920541

35226 -0,003264205 0,1154851 0,04981437 0,9920541

35245 -0,00326422 0,1154848 0,04981459 0,9920541

35264 -0,003264309 0,1154846 0,04981514 0,9920541

35283 -0,003264268 0,1154845 0,04981587 0,9920541

35302 -0,003264131 0,115485 0,04981504 0,9920541

35321 -0,003264093 0,1154847 0,04981524 0,9920541

35340 -0,003264099 0,1154845 0,04981574 0,9920541

35359 -0,003263944 0,115485 0,04981484 0,9920541

35378 -0,003263961 0,1154847 0,04981496 0,9920541

35397 -0,003263955 0,1154845 0,04981552 0,9920541

35416 -0,003263809 0,115485 0,04981469 0,9920541

35435 -0,003263842 0,1154847 0,04981484 0,9920541

35454 -0,003263904 0,1154845 0,04981538 0,9920541

35473 -0,003263766 0,115485 0,04981454 0,9920541

35492 -0,003263843 0,1154847 0,04981472 0,9920541

35511 -0,003263911 0,1154845 0,04981529 0,9920541

35530 -0,003263792 0,115485 0,04981448 0,9920541

35549 -0,003263875 0,1154847 0,04981466 0,9920541

35568 -0,0032639 0,1154845 0,04981528 0,9920541

35587 -0,003263843 0,115485 0,04981445 0,9920541

35606 -0,003263883 0,1154847 0,0498146 0,9920541

35625 -0,003263984 0,1154845 0,04981519 0,9920541

35644 -0,003263867 0,115485 0,04981438 0,9920541

35663 -0,00326425 0,1154847 0,04981483 0,9920541

35682 -0,003264427 0,1154845 0,04981558 0,9920541

35701 -0,00326437 0,115485 0,04981479 0,9920541

35720 -0,00326433 0,1154847 0,04981498 0,9920541

35739 -0,003264381 0,1154846 0,04981546 0,9920541

35758 -0,003264232 0,115485 0,04981457 0,9920541

35777 -0,003264222 0,1154847 0,04981478 0,9920541

35796 -0,003264285 0,1154845 0,04981529 0,9920541

35815 -0,003264194 0,115485 0,04981446 0,9920541

35834 -0,003264177 0,1154847 0,04981468 0,9920541

35853 -0,003264179 0,1154846 0,04981525 0,9920541

35872 -0,003264044 0,115485 0,04981443 0,9920541

35891 -0,003264071 0,1154847 0,04981458 0,9920541

35910 -0,003264119 0,1154846 0,04981521 0,9920541

35929 -0,003264062 0,115485 0,04981437 0,9920541

35948 -0,003264451 0,1154847 0,04981481 0,9920541

35967 -0,003264573 0,1154846 0,04981552 0,9920541

35986 -0,003264487 0,115485 0,04981476 0,9920541

36005 -0,0032645 0,1154848 0,04981497 0,9920541

36024 -0,003264617 0,1154846 0,04981554 0,9920541

36043 -0,003264479 0,1154851 0,04981465 0,9920541

36062 -0,003264443 0,1154848 0,04981483 0,9920541

36081 -0,003264446 0,1154846 0,04981531 0,9920541

36100 -0,003264281 0,1154851 0,04981442 0,9920541

36119 -0,003264319 0,1154848 0,04981459 0,9920541

36138 -0,003264379 0,1154846 0,04981517 0,9920541

36157 -0,003264226 0,115485 0,04981439 0,9920541

36176 -0,003264303 0,1154848 0,04981458 0,9920541

36195 -0,003264397 0,1154846 0,04981517 0,9920541

36214 -0,003264299 0,115485 0,04981442 0,9920541

36233 -0,003264279 0,1154848 0,04981466 0,9920541

36252 -0,003264356 0,1154846 0,04981521 0,9920541

36271 -0,003264277 0,1154851 0,04981436 0,9920541

36290 -0,0032643 0,1154848 0,04981457 0,9920541

36309 -0,003264322 0,1154846 0,04981517 0,9920541

36328 -0,003264277 0,1154851 0,04981438 0,9920541

36347 -0,003264355 0,1154848 0,04981458 0,9920541

36366 -0,003264406 0,1154846 0,04981523 0,9920541

36385 -0,0032643 0,1154851 0,04981436 0,9920541

36404 -0,00326431 0,1154848 0,04981457 0,9920541

36423 -0,003264377 0,1154846 0,04981514 0,9920541

36442 -0,003264227 0,1154851 0,04981436 0,9920541

36461 -0,003264308 0,1154848 0,04981454 0,9920541

36480 -0,003264404 0,1154846 0,04981513 0,9920541

36499 -0,003264269 0,1154851 0,04981435 0,9920541

36518 -0,003264607 0,1154848 0,04981478 0,9920541

36537 -0,003264749 0,1154846 0,0498155 0,9920541

36556 -0,003264726 0,1154851 0,0498147 0,9920541

36575 -0,003264772 0,1154848 0,04981489 0,9920541

36594 -0,003264849 0,1154846 0,04981543 0,9920541

