0 1,060008E-05 1,151933E-08 2,176664E-10 1
8987 -0,002716834 0,1113785 0,00593869 0,9937567

9006 -0,002657818 0,1162152 0,006101518 0,9932019

9025 -0,002596153 0,1211502 0,006268569 0,9926112

9044 -0,002531674 0,1261829 0,006439665 0,9919829

9063 -0,002464207 0,1313133 0,006614634 0,991316

9082 -0,002393603 0,1365409 0,006793343 0,9906085

9101 -0,00231969 0,1418652 0,006975594 0,9898589

9120 -0,002242308 0,1472861 0,007161229 0,9890656

9139 -0,00216137 0,1528029 0,00735033 0,9882271

9158 -0,002076723 0,1584154 0,007542674 0,9873418

9177 -0,001988231 0,164123 0,007738188 0,9864078

9196 -0,001895769 0,1699252 0,007936778 0,9854234

9215 -0,001799139 0,1758215 0,008138343 0,9843869

9234 -0,00169833 0,1818114 0,008342943 0,9832968

9253 -0,001593249 0,1878943 0,008550337 0,9821509

9272 -0,001483717 0,1940697 0,008760531 0,9809476

9291 -0,001369618 0,2003368 0,008973443 0,9796852

9310 -0,00125083 0,2066949 0,009189005 0,9783617

9329 -0,001127237 0,2131434 0,009407155 0,9769751

9348 -0,0009987175 0,2196815 0,009627802 0,9755237

9367 -0,0008651528 0,2263085 0,009850867 0,9740056

9386 -0,00072642 0,2330235 0,01007627 0,9724188

9405 -0,0005823993 0,2398257 0,01030391 0,9707612

9424 -0,0004329386 0,2467141 0,01053361 0,9690312

9443 -0,00027797 0,2536878 0,01076547 0,9672263

9462 -0,0001173399 0,2607459 0,01099927 0,965345

9481 4,910282E-05 0,2678873 0,0112348 0,9633849

9500 0,0002214289 0,2751109 0,01147216 0,9613441

9519 0,0003997795 0,2824157 0,0117111 0,9592207

9538 0,0005842891 0,2898004 0,01195149 0,9570124

9557 0,0003941539 0,2964129 0,01112267 0,9549951

9576 8,521252E-05 0,3021389 0,009678168 0,9532149

9595 -0,0003043092 0,3069602 0,007849581 0,9516901

9614 -0,0007425458 0,3108825 0,005792288 0,9504305

9633 -0,001208015 0,3139234 0,003615668 0,9494409

9652 -0,001685849 0,3161053 0,001397897 0,9487218

9671 -0,002165282 0,3174521 -0,0008060627 0,9482717

9690 -0,002640613 0,3179764 -0,00297235 0,9480905

9709 -0,003108868 0,3176755 -0,005098662 0,9481808

9728 -0,003564855 0,3165427 -0,007183071 0,9485446

9747 -0,003993951 0,3145946 -0,009194715 0,9491733

9766 -0,004386123 0,3118531 -0,01111179 0,9500554

9785 -0,004736035 0,3083383 -0,01292133 0,9511775

9804 -0,004624218 0,305513 -0,0127803 0,952091

9823 -0,004354666 0,3033561 -0,01175531 0,9527949

9842 -0,004059311 0,301709 -0,01035453 0,9533354

9861 -0,003795678 0,3004407 -0,008841475 0,9537521

9880 -0,003583865 0,2994566 -0,007349062 0,954075

9899 -0,003426359 0,2986884 -0,005943392 0,9543261

9918 -0,003318121 0,2980861 -0,004655886 0,954522

9937 -0,003251223 0,2976124 -0,003499876 0,9546749

9956 -0,003217355 0,2972392 -0,002477672 0,9547945

9975 -0,003208633 0,2969449 -0,001586516 0,954888

9994 -0,003217993 0,296713 -0,0008196558 0,9549611

10013 -0,003239755 0,2965304 -0,000168596 0,9550179

10032 -0,003269148 0,296387 0,0003764392 0,9550624

10051 -0,003302307 0,2962746 0,0008255565 0,9550968

10070 -0,002989093 0,2968403 0,001937571 0,9549206

10089 -0,002454066 0,2981417 0,003410848 0,9545125

10108 -0,001756727 0,3002023 0,005105052 0,9538603

10127 -0,0009461569 0,3030189 0,006909863 0,9529592

10146 -5,984656E-05 0,3065804 0,008749817 0,9518048

10165 0,0008726997 0,3108704 0,01057206 0,9503933

10184 0,001106774 0,3144628 0,01063905 0,9492096

10203 0,0009634304 0,3173247 0,009859777 0,9482654

10222 0,0006193446 0,3195787 0,008715043 0,9475195

10241 0,0001828496 0,3213604 0,007479041 0,9469276

10260 -0,0002846848 0,3227768 0,006290573 0,9464543

10279 -0,0007490797 0,3239093 0,005212959 0,9460737

10298 -0,001191341 0,3248191 0,004270378 0,945766

10317 -0,001601657 0,3255531 0,003465574 0,9455163

10336 -0,001974597 0,3261473 0,002792155 0,945313

10355 -0,002308266 0,3266298 0,002238845 0,945147

10374 -0,002602498 0,3270226 0,001792159 0,9450114

10393 -0,002858235 0,327343 0,001438625 0,9449004

10412 -0,003077427 0,3276049 0,001164532 0,9448093

10431 -0,003262502 0,3278192 0,0009578966 0,9447345

10450 -0,003416343 0,327995 0,0008075451 0,9446731

10469 -0,003608608 0,3281364 0,0006652495 0,9446234

10488 -0,003740218 0,3282498 0,0005936957 0,9445835

10507 -0,003828922 0,328341 0,0005670678 0,9445514

10526 -0,003882042 0,3284154 0,0005681279 0,9445254

10545 -0,00391114 0,3284755 0,0005886994 0,9445043

10564 -0,003919248 0,3285252 0,0006210236 0,9444871

10583 -0,00391515 0,3285655 0,0006613322 0,9444729

10602 -0,003899405 0,3285992 0,000706159 0,9444613

10621 -0,003878783 0,3286266 0,0007544389 0,9444518

10640 -0,003852861 0,3286498 0,0008030611 0,9444438

10659 -0,003826667 0,3286689 0,0008516678 0,9444373

10678 -0,003799073 0,3286852 0,0008985764 0,9444316

10697 -0,003773437 0,3286988 0,000944105 0,944427

10716 -0,003749317 0,3287105 0,000985997 0,9444229

10735 -0,003729095 0,3287205 0,001024328 0,9444194

10754 -0,00371132 0,3287295 0,001059384 0,9444164

10773 -0,0036974 0,3287371 0,001092431 0,9444137

10792 -0,003686075 0,3287438 0,001122324 0,9444114

10811 -0,003678026 0,3287497 0,001148988 0,9444093

10830 -0,003671917 0,3287549 0,00117276 0,9444075

10849 -0,003667723 0,3287595 0,00119397 0,9444059

10868 -0,003664687 0,3287636 0,001212955 0,9444045

10887 -0,003663171 0,3287673 0,001229454 0,9444033

10906 -0,003662663 0,3287706 0,001243303 0,9444021

10925 -0,003663066 0,3287736 0,001255199 0,944401

10944 -0,003664195 0,3287764 0,001265248 0,9444001

10963 -0,00366598 0,3287788 0,00127341 0,9443992

10982 -0,003668122 0,3287811 0,001279998 0,9443983

11001 -0,003670796 0,3287831 0,001285176 0,9443975

11020 -0,00367357 0,328785 0,001289442 0,9443969

11039 -0,003676672 0,3287868 0,001292803 0,9443963

11058 -0,003680892 0,3287884 0,001294236 0,9443957

11077 -0,00368634 0,3287901 0,001294102 0,9443951

11096 -0,003692636 0,3287916 0,001294206 0,9443945

11115 -0,003699868 0,328793 0,001294635 0,944394

11134 -0,003707889 0,3287942 0,001293471 0,9443935

11153 -0,003716037 0,3287953 0,001291879 0,9443932

11172 -0,003723395 0,3287962 0,001290929 0,9443928

11191 -0,003730167 0,328797 0,001290352 0,9443924

11210 -0,00373624 0,3287978 0,001290131 0,9443922

11229 -0,003741723 0,3287984 0,001290012 0,944392

11248 -0,003746966 0,328799 0,001289637 0,9443917

11267 -0,003751806 0,3287996 0,001289442 0,9443915

11286 -0,003756308 0,3288001 0,001289251 0,9443913

11305 -0,003760632 0,3288006 0,001289254 0,9443911

11324 -0,003764723 0,3288011 0,001289118 0,944391

11343 -0,003768819 0,3288016 0,001289136 0,9443908

11362 -0,003772934 0,328802 0,001288914 0,9443906

11381 -0,003776998 0,3288024 0,001289059 0,9443904

11400 -0,003781242 0,3288028 0,001289424 0,9443903

11419 -0,003785399 0,3288032 0,001288636 0,9443902

11438 -0,003789687 0,3288034 0,001286578 0,9443901

11457 -0,003792729 0,3288035 0,001285414 0,94439

11476 -0,003794698 0,3288036 0,00128449 0,9443899

11495 -0,003795962 0,3288037 0,00128345 0,9443899

11514 -0,003796483 0,3288038 0,00128253 0,9443898

11533 -0,003796526 0,3288038 0,001281831 0,9443898

11552 -0,003796211 0,3288039 0,00128114 0,9443898

11571 -0,003795626 0,3288039 0,001280225 0,9443898

11590 -0,003794947 0,328804 0,001279445 0,9443898

11609 -0,003794067 0,328804 0,001278976 0,9443898

11628 -0,003792549 0,328804 0,00127896 0,9443898

11647 -0,003790398 0,3288038 0,001279555 0,9443899

11666 -0,003787674 0,3288037 0,001279302 0,9443899

11685 -0,003784249 0,3288036 0,001278779 0,94439

11704 -0,003780464 0,3288035 0,001277603 0,9443902

11723 -0,003776382 0,3288033 0,00127651 0,9443901

11742 -0,003772071 0,3288032 0,00127508 0,9443902

11761 -0,003767669 0,3288031 0,001273458 0,9443903

11780 -0,003763145 0,3288029 0,001272053 0,9443904

11799 -0,003758827 0,3288028 0,001270269 0,9443904

11818 -0,003754495 0,3288026 0,001268555 0,9443904

11837 -0,00375027 0,3288025 0,001267066 0,9443906

11856 -0,003746073 0,3288023 0,001265841 0,9443906

11875 -0,003742401 0,3288022 0,001264051 0,9443908

11894 -0,003738882 0,328802 0,00126222 0,9443907

11913 -0,003735735 0,3288019 0,001260986 0,9443909

11932 -0,003732845 0,3288018 0,001260751 0,944391

11951 -0,003730599 0,3288017 0,00126148 0,944391

11970 -0,003729594 0,3288016 0,001261965 0,944391

11989 -0,003729304 0,3288016 0,001262412 0,944391

12008 -0,003729868 0,3288016 0,001262836 0,944391

12027 -0,003731055 0,3288015 0,001263783 0,944391

12046 -0,003732775 0,3288016 0,001264351 0,944391

12065 -0,003734875 0,3288016 0,001264958 0,9443909

12084 -0,003737156 0,3288016 0,001265664 0,9443909

12103 -0,003741194 0,3288018 0,001265229 0,9443908

12122 -0,003748293 0,3288023 0,001261795 0,9443906

12141 -0,003758351 0,3288028 0,001261263 0,9443904

12160 -0,003770763 0,3288032 0,00126251 0,9443902

12179 -0,003784823 0,3288036 0,001265471 0,9443901

12198 -0,003799861 0,328804 0,001269523 0,9443898

12217 -0,003815659 0,3288044 0,001274304 0,9443896

12236 -0,003832273 0,3288049 0,001279448 0,9443893

12255 -0,0038492 0,3288054 0,001285255 0,9443892

12274 -0,003866462 0,3288058 0,001290907 0,9443888

12293 -0,003883559 0,3288064 0,001296851 0,9443887

12312 -0,003900765 0,3288068 0,001302295 0,9443883

12331 -0,00392705 0,3288084 0,001299018 0,9443878

12350 -0,003960836 0,3288101 0,001299086 0,9443869

12369 -0,004001279 0,3288117 0,001302994 0,9443863

12388 -0,004045504 0,3288131 0,00130806 0,9443856

12407 -0,004090474 0,3288144 0,001317195 0,9443849

12426 -0,004135338 0,3288157 0,001328632 0,9443843

12445 -0,00418064 0,328817 0,001341671 0,9443836

12464 -0,004226121 0,3288183 0,001355716 0,9443828

12483 -0,004271178 0,3288197 0,001370509 0,9443823

12502 -0,004315633 0,3288211 0,001385407 0,9443815

12521 -0,004362345 0,3288228 0,001396981 0,9443807

12540 -0,004420126 0,3288261 0,001398114 0,9443793

12559 -0,004488375 0,3288293 0,001410023 0,9443778

12578 -0,004564587 0,328832 0,001417706 0,9443765

12597 -0,004640851 0,3288345 0,001427759 0,9443753

12616 -0,004713219 0,3288367 0,001442573 0,944374

12635 -0,00478396 0,3288389 0,001459571 0,9443729

12654 -0,004853106 0,328841 0,001479471 0,9443719

12673 -0,004920675 0,3288431 0,0015003 0,9443707

12692 -0,004985666 0,3288451 0,001521092 0,9443696

12711 -0,005048294 0,3288472 0,001542289 0,9443685

12730 -0,00511414 0,3288499 0,001557807 0,9443672

12749 -0,005182785 0,3288526 0,001576397 0,9443659

12768 -0,005253192 0,3288548 0,00158514 0,9443646

12787 -0,005317 0,3288568 0,001589751 0,9443636

12806 -0,005369985 0,3288584 0,001597277 0,9443627

12825 -0,005417553 0,32886 0,00160568 0,9443619

12844 -0,00546069 0,3288614 0,001615721 0,9443612

12863 -0,005499539 0,3288627 0,001625355 0,9443605

12882 -0,005533307 0,3288639 0,001635148 0,9443598

12901 -0,005563865 0,328865 0,00164357 0,9443592

12920 -0,005594457 0,3288665 0,001649927 0,9443585

12939 -0,005625767 0,3288678 0,001657829 0,9443579

12958 -0,005657516 0,3288689 0,001660079 0,9443573

12977 -0,005684811 0,3288698 0,001663652 0,9443568

12996 -0,005710885 0,3288708 0,001667925 0,9443563

13015 -0,00573925 0,3288716 0,00167487 0,9443558

13034 -0,005769385 0,3288724 0,001682639 0,9443554

13053 -0,00579833 0,328873 0,001690601 0,944355

13072 -0,005825785 0,3288736 0,001699302 0,9443546

13091 -0,005862935 0,3288754 0,001697431 0,9443538

13110 -0,005910581 0,3288771 0,001704075 0,9443529

13129 -0,005966641 0,3288785 0,001714122 0,944352

13148 -0,006027248 0,3288798 0,001728129 0,9443511

13167 -0,006093389 0,3288812 0,001745503 0,9443502

13186 -0,006169151 0,3288825 0,001768462 0,9443492

13205 -0,006252196 0,3288838 0,00179416 0,9443481

13224 -0,006336099 0,328885 0,001821564 0,9443471

13243 -0,006419852 0,3288863 0,001849695 0,9443461

13262 -0,006522345 0,3288899 0,00186131 0,944344

13281 -0,00664612 0,3288934 0,001888475 0,9443419

13300 -0,006785852 0,3288963 0,001914247 0,9443399

13319 -0,006926926 0,3288989 0,001947447 0,9443379

13338 -0,0070752 0,3289014 0,001988058 0,9443358

13357 -0,007233553 0,3289038 0,002036761 0,9443337

13376 -0,007396257 0,3289061 0,002088003 0,9443315

13395 -0,007556399 0,3289084 0,002141013 0,9443293

13414 -0,007717862 0,3289109 0,002188985 0,9443271

13433 -0,007911013 0,3289158 0,00222586 0,9443237

13452 -0,008130368 0,3289198 0,002278644 0,9443203

13471 -0,008361151 0,3289234 0,002324658 0,9443169

13490 -0,008587984 0,3289266 0,002382331 0,9443136

13509 -0,008830337 0,3289294 0,00245325 0,9443102

13528 -0,009082384 0,328932 0,00253239 0,9443067

13547 -0,009329409 0,3289346 0,002613541 0,9443031

13566 -0,009569278 0,3289372 0,002694947 0,9442996

13585 -0,009824827 0,3289422 0,002758343 0,9442951

13604 -0,01010485 0,3289469 0,002839494 0,9442902

13623 -0,01039826 0,328951 0,002900701 0,9442854

13642 -0,01067138 0,3289546 0,002969498 0,9442809

13661 -0,01095548 0,3289572 0,003056147 0,9442765

13680 -0,0112511 0,3289595 0,00315193 0,9442719

13699 -0,0115365 0,3289616 0,003248168 0,9442673

13718 -0,01180888 0,3289637 0,003341958 0,944263

13737 -0,01207623 0,3289667 0,003424998 0,9442582

13756 -0,0123478 0,3289696 0,003513682 0,9442534

13775 -0,01261777 0,328972 0,003579564 0,9442488

13794 -0,01285724 0,3289739 0,003645022 0,9442446

13813 -0,01310873 0,3289744 0,003731327 0,9442406

13832 -0,01337595 0,3289751 0,003825563 0,9442363

13851 -0,01362794 0,3289757 0,003917617 0,944232

13870 -0,01386429 0,3289762 0,004003426 0,944228

13889 -0,01408282 0,3289765 0,004085206 0,9442244

13908 -0,0142821 0,3289767 0,004158465 0,944221

13927 -0,01446064 0,3289768 0,004213221 0,944218

13946 -0,01461242 0,328976 0,004276445 0,9442157

13965 -0,01479553 0,3289744 0,004351677 0,9442131

13984 -0,01499529 0,3289727 0,004438967 0,94421

14003 -0,01518361 0,328971 0,00451591 0,9442073

14022 -0,01535989 0,3289693 0,004584331 0,9442047

14041 -0,01550386 0,3289666 0,004648833 0,9442029

14060 -0,01561026 0,3289642 0,004694621 0,9442018

14079 -0,01568912 0,3289618 0,004730291 0,9442012

14098 -0,01576622 0,3289569 0,004788115 0,9442014

14117 -0,01589018 0,3289517 0,004850921 0,9442008

14136 -0,01601777 0,3289468 0,004925618 0,9441999

14155 -0,01613739 0,3289421 0,004986526 0,9441991

14174 -0,01624748 0,3289378 0,005037393 0,9441984

14193 -0,01632349 0,3289332 0,005075971 0,9441987

14212 -0,01637379 0,3289289 0,005110386 0,9441991

14231 -0,01642823 0,3289229 0,005169525 0,9441999

14250 -0,01656088 0,3289158 0,005249673 0,9441996

14269 -0,01674635 0,3289089 0,005361028 0,944198

14288 -0,01694396 0,3289023 0,005459425 0,9441963

14307 -0,01714192 0,3288956 0,005549708 0,9441945

14326 -0,01730883 0,3288892 0,005620235 0,9441932

14345 -0,01744762 0,328883 0,005674894 0,9441925

14364 -0,01759373 0,3288723 0,005783126 0,9441929

14383 -0,01782714 0,3288611 0,005900986 0,9441917

14402 -0,01811213 0,3288512 0,006049562 0,9441888

14421 -0,01839223 0,3288419 0,006187493 0,9441857

14440 -0,01864471 0,328833 0,006300542 0,9441831

14459 -0,01884209 0,3288248 0,006383864 0,9441816

14478 -0,01899532 0,3288169 0,00644859 0,9441807

14497 -0,01917851 0,3288028 0,006584048 0,944181

14516 -0,01944612 0,3287883 0,006723229 0,9441797

14535 -0,01972822 0,3287748 0,00689925 0,9441772

14554 -0,02000152 0,3287621 0,007044034 0,9441748

14573 -0,02021937 0,3287509 0,007144954 0,9441733

14592 -0,02036908 0,3287405 0,007211065 0,9441732

14611 -0,02048886 0,3287277 0,007304696 0,9441743

14630 -0,02067596 0,3287106 0,007445389 0,9441752

14649 -0,02093287 0,328695 0,00761244 0,9441736

14668 -0,0211868 0,3286806 0,007785725 0,9441715

14687 -0,02142769 0,3286684 0,007908586 0,9441692

14706 -0,02158173 0,3286574 0,007984907 0,9441689

14725 -0,02167093 0,328647 0,00802223 0,9441702

14744 -0,02175826 0,328627 0,008161096 0,944174

14763 -0,02196361 0,3286061 0,008302781 0,9441754

14782 -0,02219424 0,3285871 0,008511893 0,9441747

14801 -0,02242606 0,3285693 0,008675503 0,9441739

14820 -0,02260996 0,3285552 0,008764355 0,9441735

14839 -0,02270037 0,3285424 0,008808231 0,9441754

14858 -0,02276114 0,3285278 0,008854491 0,9441786

14877 -0,02287373 0,3285041 0,009004376 0,9441827

14896 -0,02307316 0,3284826 0,009199212 0,9441835

14915 -0,02328293 0,328463 0,00940403 0,9441832

14934 -0,0234928 0,3284455 0,009537446 0,9441828

14953 -0,02360819 0,3284314 0,009594074 0,9441841

14972 -0,02365451 0,3284176 0,009590485 0,9441878

14991 -0,02369926 0,3283955 0,009701625 0,9441932

15010 -0,02385213 0,3283684 0,009859754 0,9441972

15029 -0,02402937 0,3283443 0,01011741 0,9441984

15048 -0,02422092 0,3283221 0,01031087 0,9441991

15067 -0,02437815 0,3283065 0,01038848 0,9441996

15086 -0,0244221 0,3282911 0,01041009 0,9442036

15105 -0,02444933 0,3282748 0,01040346 0,9442086

15124 -0,02450047 0,328244 0,01056513 0,9442162

15143 -0,02464212 0,3282164 0,01079992 0,9442194

15162 -0,02480798 0,3281915 0,01103749 0,944221

15181 -0,02498331 0,3281695 0,01118294 0,9442223

15200 -0,02506508 0,328154 0,01121191 0,9442252

15219 -0,0250838 0,3281383 0,01115528 0,9442308

15238 -0,02509335 0,3281153 0,01120561 0,9442379

15257 -0,02515695 0,3280857 0,01137535 0,9442446

15276 -0,02524582 0,3280603 0,0116568 0,9442475

15295 -0,02535326 0,3280371 0,01185819 0,9442503

15314 -0,02544716 0,3280237 0,01190633 0,9442517

15333 -0,02543462 0,3280095 0,01186414 0,9442576

15352 -0,02540989 0,3279927 0,01182326 0,9442646

15371 -0,02540862 0,3279587 0,01198712 0,9442743

15390 -0,02550842 0,3279282 0,01224592 0,944279

15409 -0,02565341 0,3279005 0,01251485 0,9442812

15428 -0,02581137 0,327881 0,01263927 0,9442819

15447 -0,02589086 0,3278637 0,01270658 0,9442849

15466 -0,02599245 0,3278417 0,01271661 0,9442895

15485 -0,0261506 0,3278078 0,01286929 0,9442949

15504 -0,02640037 0,3277765 0,01309982 0,9442956

15523 -0,02664911 0,3277495 0,01341689 0,9442936

15542 -0,02688101 0,3277275 0,01362118 0,9442917

15561 -0,02707048 0,3277062 0,01375589 0,9442918

15580 -0,02728201 0,3276836 0,01380983 0,9442927

15599 -0,02751046 0,3276597 0,01387628 0,9442933

15618 -0,02769867 0,3276399 0,01401862 0,9442926

15637 -0,02782377 0,3276242 0,01418016 0,944292

15656 -0,02790846 0,3276068 0,01433757 0,9442932

15675 -0,02801451 0,3275902 0,01444435 0,9442942

15694 -0,02814709 0,3275747 0,01450684 0,9442946

15713 -0,02829213 0,3275628 0,01452599 0,9442942

15732 -0,02841043 0,3275519 0,01455025 0,944294

15751 -0,02850661 0,3275418 0,01457224 0,9442943

15770 -0,02859184 0,3275288 0,01464373 0,9442951

15789 -0,0287112 0,3275174 0,01473924 0,9442939

15808 -0,02882764 0,3275076 0,01484081 0,9442922

15827 -0,02893569 0,3275006 0,01489537 0,9442905

15846 -0,02904112 0,3274934 0,01490288 0,9442896

15865 -0,02914309 0,327486 0,01490267 0,9442891

15884 -0,02924648 0,3274767 0,01494223 0,9442884

15903 -0,02937606 0,3274676 0,01502247 0,9442863

15922 -0,02950116 0,3274598 0,01511897 0,9442835

15941 -0,02961921 0,3274534 0,01518858 0,944281

15960 -0,02973269 0,327447 0,01523111 0,9442788

15979 -0,02984411 0,3274406 0,01525935 0,9442772

15998 -0,02996123 0,327432 0,01531861 0,9442754

16017 -0,03010179 0,3274241 0,01539215 0,9442725

16036 -0,03023191 0,3274172 0,01548154 0,9442694

16055 -0,03035257 0,3274104 0,01556208 0,9442664

16074 -0,03047262 0,3274038 0,01562481 0,9442638

16093 -0,03059202 0,3273973 0,01567938 0,9442615

16112 -0,03071997 0,3273896 0,01574537 0,9442587

16131 -0,03084916 0,327383 0,01582767 0,9442555

16150 -0,03096853 0,3273767 0,01590418 0,9442525

16169 -0,03108289 0,327369 0,01598788 0,94425

16188 -0,03120246 0,3273618 0,01606631 0,9442472

16207 -0,03132415 0,3273547 0,01613759 0,9442444

16226 -0,03145085 0,3273475 0,01620301 0,9442416

16245 -0,03156756 0,327341 0,01627233 0,9442388

16264 -0,03167634 0,3273338 0,01634646 0,9442363

16283 -0,03178619 0,3273249 0,01644023 0,9442341

16302 -0,03190492 0,3273168 0,01654086 0,9442312

16321 -0,03202852 0,3273093 0,01661889 0,9442282

16340 -0,03214715 0,3273022 0,01668434 0,9442255

16359 -0,03225587 0,3272956 0,01673969 0,944223

16378 -0,03235935 0,327287 0,01681771 0,9442211

16397 -0,0324682 0,3272769 0,01693121 0,9442189

16416 -0,03259093 0,3272676 0,01705138 0,9442157

16435 -0,03271754 0,32726 0,01713182 0,9442124

16454 -0,03283242 0,3272526 0,01718999 0,94421

16473 -0,03293711 0,3272454 0,017236 0,944208

16492 -0,03303901 0,327235 0,01732554 0,9442064

16511 -0,03314844 0,3272234 0,01746744 0,944204

16530 -0,03327627 0,3272129 0,01760486 0,9442006

16549 -0,03340139 0,3272047 0,01768732 0,9441975

16568 -0,03351643 0,3271964 0,01773606 0,9441953

16587 -0,03362183 0,3271883 0,01777541 0,9441937

16606 -0,03372783 0,3271755 0,01787902 0,9441924

16625 -0,03383953 0,3271625 0,01805189 0,9441896

16644 -0,03396903 0,3271517 0,01819071 0,944186

16663 -0,03408264 0,3271431 0,0182573 0,9441836

16682 -0,03417689 0,3271345 0,01828896 0,9441826

16701 -0,0342568 0,3271249 0,018336 0,944182

16720 -0,0343415 0,3271081 0,01847879 0,944182

16739 -0,03445857 0,327094 0,01867345 0,9441789

16758 -0,03456894 0,3270857 0,01876863 0,9441758

16777 -0,03464346 0,3270771 0,0187964 0,9441755

16796 -0,03470335 0,3270684 0,01880418 0,9441762

16815 -0,03476547 0,3270526 0,01891609 0,9441772

16834 -0,0348633 0,3270359 0,01910154 0,9441756

16853 -0,03497252 0,3270279 0,01923493 0,9441715

16872 -0,03502448 0,32702 0,01928483 0,9441713

16891 -0,03506166 0,3270118 0,019282 0,944173

16910 -0,03509498 0,3269993 0,0193443 0,9441746

16929 -0,03515275 0,3269807 0,01951611 0,9441755

16948 -0,03523853 0,3269695 0,01970136 0,9441723

16967 -0,03527632 0,3269616 0,01976875 0,9441722

16986 -0,03529932 0,3269526 0,01974629 0,9441749

17005 -0,035311 0,3269432 0,01973912 0,9441779

17024 -0,03533533 0,326923 0,01989 0,9441808

17043 -0,03539559 0,3269072 0,02011208 0,9441794

17062 -0,03542722 0,326901 0,0202166 0,9441782

17081 -0,03543844 0,3268931 0,02018446 0,944181

17100 -0,03543596 0,3268851 0,0201521 0,9441846

17119 -0,03544138 0,3268688 0,02024784 0,9441879

17138 -0,03546903 0,326849 0,02049632 0,9441885

17157 -0,03550944 0,326844 0,02063532 0,9441856

17176 -0,03550526 0,3268368 0,02061194 0,9441888

17195 -0,03548772 0,3268292 0,02057029 0,944193

17214 -0,03546891 0,3268179 0,02059243 0,9441971

17233 -0,03545019 0,3267953 0,02082056 0,9442007

17252 -0,0354774 0,3267869 0,02103173 0,944198

17271 -0,03546521 0,3267799 0,02104731 0,9442003

17290 -0,03543931 0,3267719 0,02098892 0,9442055

17309 -0,03540325 0,3267635 0,02093594 0,9442108

17328 -0,03538673 0,3267423 0,02108154 0,9442156

17347 -0,03537004 0,3267257 0,02134689 0,944216

17366 -0,03534485 0,3267184 0,02144037 0,9442173

17385 -0,03531084 0,3267091 0,02138126 0,9442232

17404 -0,03526798 0,3266995 0,02132628 0,9442294

17423 -0,03523552 0,3266828 0,02138788 0,944235

17442 -0,03518175 0,326657 0,02169379 0,9442389

17461 -0,03515757 0,3266493 0,0218764 0,9442383

17480 -0,0351337 0,3266382 0,02181665 0,9442444

17499 -0,03510502 0,3266269 0,02176216 0,9442506

17518 -0,03507704 0,3266152 0,02172507 0,9442565

17537 -0,03506127 0,3265904 0,02197091 0,9442601

17556 -0,03503677 0,3265804 0,02224991 0,9442579

17575 -0,03502423 0,3265706 0,02226236 0,9442614

17594 -0,03500652 0,32656 0,02222836 0,9442664

17613 -0,03498593 0,3265492 0,02219445 0,9442717

17632 -0,0349858 0,3265276 0,02232415 0,9442763

17651 -0,03491497 0,326506 0,02266311 0,9442782

17670 -0,03490034 0,3264953 0,02278161 0,9442796

17689 -0,03488269 0,3264828 0,02275034 0,9442853

17708 -0,03485994 0,3264701 0,02271574 0,9442915

17727 -0,03483966 0,3264554 0,02271676 0,9442972

17746 -0,0347884 0,3264301 0,02302756 0,9443004

17765 -0,03474925 0,3264223 0,02327332 0,9442985

17784 -0,03471483 0,3264115 0,0232583 0,9443038

17803 -0,03467828 0,3264006 0,02323292 0,9443097

17822 -0,0346422 0,3263894 0,02320244 0,9443155

17841 -0,03463326 0,3263649 0,02336832 0,9443203

17860 -0,03448645 0,3263454 0,02371424 0,9443237

17879 -0,03443824 0,3263289 0,02373869 0,9443306

17898 -0,03439211 0,3263123 0,02372604 0,9443383

17917 -0,03434896 0,3262957 0,02370337 0,9443461

17936 -0,03431378 0,3262775 0,02370998 0,9443536

17955 -0,03420695 0,3262561 0,02400022 0,9443575

17974 -0,03412847 0,3262436 0,02420141 0,9443595

17993 -0,03406473 0,3262296 0,02421445 0,9443663

18012 -0,03400871 0,3262157 0,02420836 0,9443733

18031 -0,03396042 0,3262016 0,02419142 0,9443803

18050 -0,03393223 0,3261797 0,0243365 0,9443852

18069 -0,03379426 0,3261654 0,02456915 0,944389

18088 -0,03369602 0,3261517 0,02463461 0,9443956

18107 -0,04075365 0,325944 0,01705321 0,9443564

18126 -0,04615261 0,3257539 0,01192319 0,9442524

18145 -0,05020179 0,3255908 0,008547755 0,9441385

18164 -0,05307021 0,3254656 0,006622132 0,9440402

