0 0 -4,172325E-07 0

20 3,946393E-09 -0,003362268 1,23473E-06
20240 3,883539E-08 -0,08887053 -2,55226E-07

20260 3,883539E-08 -0,08887053 -2,55226E-07

20280 3,883539E-08 -0,08887053 -2,55226E-07

20300 3,883539E-08 -0,08887053 -2,55226E-07

20320 3,883539E-08 -0,08887053 -2,55226E-07

20340 3,883539E-08 -0,08887053 -2,55226E-07

20360 3,883539E-08 -0,08887053 -2,55226E-07

20380 3,883539E-08 -0,08887053 -2,55226E-07

20400 3,883539E-08 -0,08887053 -2,55226E-07

20420 3,883539E-08 -0,08887053 -2,55226E-07

20440 3,883539E-08 -0,08887053 -2,55226E-07

20460 3,883539E-08 -0,08887053 -2,55226E-07

20480 3,883539E-08 -0,08887053 -2,55226E-07

20500 3,883539E-08 -0,08887053 -2,55226E-07

20520 3,883539E-08 -0,08887053 -2,55226E-07

20540 3,883539E-08 -0,08887053 -2,55226E-07

20560 3,883539E-08 -0,08887053 -2,55226E-07

20580 3,883539E-08 -0,08887053 -2,55226E-07

20600 3,883539E-08 -0,08887053 -2,55226E-07

20620 3,883539E-08 -0,08887053 -2,55226E-07

20640 3,883539E-08 -0,08887053 -2,55226E-07

20660 3,883539E-08 -0,08887053 -2,55226E-07

20680 3,883539E-08 -0,08887053 -2,55226E-07

20700 3,883539E-08 -0,08887053 -2,55226E-07

20720 3,883539E-08 -0,08887053 -2,55226E-07

20740 3,883539E-08 -0,08887053 -2,55226E-07

20760 3,883539E-08 -0,08887053 -2,55226E-07

20780 3,883539E-08 -0,08887053 -2,55226E-07

20800 3,883539E-08 -0,08887053 -2,55226E-07

20820 3,883539E-08 -0,08887053 -2,55226E-07

20840 3,883539E-08 -0,08887053 -2,55226E-07

20860 3,883539E-08 -0,08887053 -2,55226E-07

20880 3,883539E-08 -0,08887053 -2,55226E-07

20900 3,883539E-08 -0,08887053 -2,55226E-07

20920 3,883539E-08 -0,08887053 -2,55226E-07

20940 3,883539E-08 -0,08887053 -2,55226E-07

20960 3,883539E-08 -0,08887053 -2,55226E-07

20980 3,883539E-08 -0,08887053 -2,55226E-07

21000 3,883539E-08 -0,08887053 -2,55226E-07

21020 3,883539E-08 -0,08887053 -2,55226E-07

21040 3,883539E-08 -0,08887053 -2,55226E-07

21060 3,883539E-08 -0,08887053 -2,55226E-07

21080 3,883539E-08 -0,08887053 -2,55226E-07

21100 3,883539E-08 -0,08887053 -2,55226E-07

21120 3,883539E-08 -0,08887053 -2,55226E-07

21140 3,883539E-08 -0,08887053 -2,55226E-07

21160 3,883539E-08 -0,08887053 -2,55226E-07

21180 3,883539E-08 -0,08887053 -2,55226E-07

21200 3,883539E-08 -0,08887053 -2,55226E-07

21220 3,883539E-08 -0,08887053 -2,55226E-07

21240 3,883539E-08 -0,08887053 -2,55226E-07

21260 3,883539E-08 -0,08887053 -2,55226E-07

21280 3,883539E-08 -0,08887053 -2,55226E-07

21300 3,883539E-08 -0,08887053 -2,55226E-07

21320 3,883539E-08 -0,08887053 -2,55226E-07

21340 3,883539E-08 -0,08887053 -2,55226E-07

21360 3,883539E-08 -0,08887053 -2,55226E-07

21380 3,883539E-08 -0,08887053 -2,55226E-07

21400 3,883539E-08 -0,08887053 -2,55226E-07

21420 3,883539E-08 -0,08887053 -2,55226E-07

21440 3,883539E-08 -0,08887053 -2,55226E-07

21460 3,883539E-08 -0,08887053 -2,55226E-07

21480 3,883539E-08 -0,08887053 -2,55226E-07

21500 3,883539E-08 -0,08887053 -2,55226E-07

21520 3,883539E-08 -0,08887053 -2,55226E-07

21540 3,883539E-08 -0,08887053 -2,55226E-07

21560 3,883539E-08 -0,08887053 -2,55226E-07

21580 3,883539E-08 -0,08887053 -2,55226E-07

21600 3,883539E-08 -0,08887053 -2,55226E-07

21620 3,883539E-08 -0,08887053 -2,55226E-07

21640 3,883539E-08 -0,08887053 -2,55226E-07

21660 3,883539E-08 -0,08887053 -2,55226E-07

21680 3,883539E-08 -0,08887053 -2,55226E-07

21700 3,883539E-08 -0,08887053 -2,55226E-07

21720 3,883539E-08 -0,08887053 -2,55226E-07

21740 3,883539E-08 -0,08887053 -2,55226E-07

21760 3,883539E-08 -0,08887053 -2,55226E-07

21780 3,883539E-08 -0,08887053 -2,55226E-07

21800 3,883539E-08 -0,08887053 -2,55226E-07

21820 3,883539E-08 -0,08887053 -2,55226E-07

21840 3,883539E-08 -0,08887053 -2,55226E-07

21860 3,883539E-08 -0,08887053 -2,55226E-07

21880 3,883539E-08 -0,08887053 -2,55226E-07

21900 3,883539E-08 -0,08887053 -2,55226E-07

21920 3,883539E-08 -0,08887053 -2,55226E-07

21940 3,883539E-08 -0,08887053 -2,55226E-07

21960 3,883539E-08 -0,08887053 -2,55226E-07

21980 3,883539E-08 -0,08887053 -2,55226E-07

22000 3,883539E-08 -0,08887053 -2,55226E-07

22020 3,883539E-08 -0,08887053 -2,55226E-07

22040 3,883539E-08 -0,08887053 -2,55226E-07

22060 3,883539E-08 -0,08887053 -2,55226E-07

22080 3,883539E-08 -0,08887053 -2,55226E-07

22100 3,883539E-08 -0,08887053 -2,55226E-07

22120 3,883539E-08 -0,08887053 -2,55226E-07

22140 3,883539E-08 -0,08887053 -2,55226E-07

22160 3,883539E-08 -0,08887053 -2,55226E-07

22180 3,883539E-08 -0,08887053 -2,55226E-07

22200 3,883539E-08 -0,08887053 -2,55226E-07

22220 3,883539E-08 -0,08887053 -2,55226E-07

22240 3,883539E-08 -0,08887053 -2,55226E-07

22260 3,883539E-08 -0,08887053 -2,55226E-07

22280 3,883539E-08 -0,08887053 -2,55226E-07

22300 3,883539E-08 -0,08887053 -2,55226E-07

22320 3,883539E-08 -0,08887053 -2,55226E-07

22340 3,883539E-08 -0,08887053 -2,55226E-07

22360 3,883539E-08 -0,08887053 -2,55226E-07

22380 3,883539E-08 -0,08887053 -2,55226E-07

22400 3,883539E-08 -0,08887053 -2,55226E-07

22420 3,883539E-08 -0,08887053 -2,55226E-07

22440 3,883539E-08 -0,08887053 -2,55226E-07

22460 3,883539E-08 -0,08887053 -2,55226E-07

22480 3,883539E-08 -0,08887053 -2,55226E-07

22500 3,883539E-08 -0,08887053 -2,55226E-07

22520 3,883539E-08 -0,08887053 -2,55226E-07

22540 3,883539E-08 -0,08887053 -2,55226E-07

22560 3,883539E-08 -0,08887053 -2,55226E-07

22580 3,883539E-08 -0,08887053 -2,55226E-07

22600 3,883539E-08 -0,08887053 -2,55226E-07

22620 3,883539E-08 -0,08887053 -2,55226E-07

22640 3,883539E-08 -0,08887053 -2,55226E-07

22660 3,883539E-08 -0,08887053 -2,55226E-07

22680 3,883539E-08 -0,08887053 -2,55226E-07

22700 3,883539E-08 -0,08887053 -2,55226E-07

22720 3,883539E-08 -0,08887053 -2,55226E-07

22740 3,883539E-08 -0,08887053 -2,55226E-07

22760 3,883539E-08 -0,08887053 -2,55226E-07

22780 3,883539E-08 -0,08887053 -2,55226E-07

22800 3,883539E-08 -0,08887053 -2,55226E-07

22820 3,883539E-08 -0,08887053 -2,55226E-07

22840 3,883539E-08 -0,08887053 -2,55226E-07

22860 3,883539E-08 -0,08887053 -2,55226E-07

22880 3,883539E-08 -0,08887053 -2,55226E-07

22900 3,883539E-08 -0,08887053 -2,55226E-07

22920 3,883539E-08 -0,08887053 -2,55226E-07

22940 3,883539E-08 -0,08887053 -2,55226E-07

22960 3,883539E-08 -0,08887053 -2,55226E-07

22980 3,883539E-08 -0,08887053 -2,55226E-07

23000 3,883539E-08 -0,08887053 -2,55226E-07

23020 3,883539E-08 -0,08887053 -2,55226E-07

23040 3,883539E-08 -0,08887053 -2,55226E-07

23060 3,883539E-08 -0,08887053 -2,55226E-07

23080 3,883539E-08 -0,08887053 -2,55226E-07

23100 3,883539E-08 -0,08887053 -2,55226E-07

23120 3,883539E-08 -0,08887053 -2,55226E-07

23140 3,883539E-08 -0,08887053 -2,55226E-07

23160 3,883539E-08 -0,08887053 -2,55226E-07

23180 3,883539E-08 -0,08887053 -2,55226E-07

23200 3,883539E-08 -0,08887053 -2,55226E-07

23220 3,883539E-08 -0,08887053 -2,55226E-07

23240 3,883539E-08 -0,08887053 -2,55226E-07

23260 3,883539E-08 -0,08887053 -2,55226E-07

23280 3,883539E-08 -0,08887053 -2,55226E-07

23300 3,883539E-08 -0,08887053 -2,55226E-07

23320 3,883539E-08 -0,08887053 -2,55226E-07

23340 3,883539E-08 -0,08887053 -2,55226E-07

23360 3,883539E-08 -0,08887053 -2,55226E-07

23380 3,883539E-08 -0,08887053 -2,55226E-07

23400 3,883539E-08 -0,08887053 -2,55226E-07

23420 3,883539E-08 -0,08887053 -2,55226E-07

23440 3,883539E-08 -0,08887053 -2,55226E-07

23460 3,883539E-08 -0,08887053 -2,55226E-07

23480 3,883539E-08 -0,08887053 -2,55226E-07

23500 3,883539E-08 -0,08887053 -2,55226E-07

23520 3,883539E-08 -0,08887053 -2,55226E-07

23540 3,883539E-08 -0,08887053 -2,55226E-07

23560 3,883539E-08 -0,08887053 -2,55226E-07

23580 3,883539E-08 -0,08887053 -2,55226E-07

23600 3,883539E-08 -0,08887053 -2,55226E-07

23620 3,883539E-08 -0,08887053 -2,55226E-07

23640 3,883539E-08 -0,08887053 -2,55226E-07

23660 3,883539E-08 -0,08887053 -2,55226E-07

23680 3,883539E-08 -0,08887053 -2,55226E-07

23700 3,883539E-08 -0,08887053 -2,55226E-07

23720 3,883539E-08 -0,08887053 -2,55226E-07

23740 3,883539E-08 -0,08887053 -2,55226E-07

23760 3,883539E-08 -0,08887053 -2,55226E-07

23780 3,883539E-08 -0,08887053 -2,55226E-07

23800 3,883539E-08 -0,08887053 -2,55226E-07

23820 3,883539E-08 -0,08887053 -2,55226E-07

23840 3,883539E-08 -0,08887053 -2,55226E-07

23860 3,883539E-08 -0,08887053 -2,55226E-07

23880 3,883539E-08 -0,08887053 -2,55226E-07

23900 3,883539E-08 -0,08887053 -2,55226E-07

23920 3,883539E-08 -0,08887053 -2,55226E-07

23940 3,883539E-08 -0,08887053 -2,55226E-07

23960 3,883539E-08 -0,08887053 -2,55226E-07

23980 3,883539E-08 -0,08887053 -2,55226E-07

24000 3,883539E-08 -0,08887053 -2,55226E-07

24020 3,883539E-08 -0,08887053 -2,55226E-07

24040 3,883539E-08 -0,08887053 -2,55226E-07

24060 3,883539E-08 -0,08887053 -2,55226E-07

24080 3,883539E-08 -0,08887053 -2,55226E-07

24100 3,883539E-08 -0,08887053 -2,55226E-07

24120 3,883539E-08 -0,08887053 -2,55226E-07

24140 3,883539E-08 -0,08887053 -2,55226E-07

24160 3,883539E-08 -0,08887053 -2,55226E-07

24180 3,883539E-08 -0,08887053 -2,55226E-07

24200 3,883539E-08 -0,08887053 -2,55226E-07

24220 3,883539E-08 -0,08887053 -2,55226E-07

24240 3,883539E-08 -0,08887053 -2,55226E-07

24260 3,883539E-08 -0,08887053 -2,55226E-07

24280 3,883539E-08 -0,08887053 -2,55226E-07

24300 3,883539E-08 -0,08887053 -2,55226E-07

24320 3,883539E-08 -0,08887053 -2,55226E-07

24340 3,883539E-08 -0,08887053 -2,55226E-07

24360 3,883539E-08 -0,08887053 -2,55226E-07

24380 3,883539E-08 -0,08887053 -2,55226E-07

24400 3,883539E-08 -0,08887053 -2,55226E-07

24420 3,883539E-08 -0,08887053 -2,55226E-07

24440 3,883539E-08 -0,08887053 -2,55226E-07

24460 3,883539E-08 -0,08887053 -2,55226E-07

24480 3,883539E-08 -0,08887053 -2,55226E-07

24500 3,883539E-08 -0,08887053 -2,55226E-07

24520 3,883539E-08 -0,08887053 -2,55226E-07

24540 3,883539E-08 -0,08887053 -2,55226E-07

24560 3,883539E-08 -0,08887053 -2,55226E-07

24580 3,883539E-08 -0,08887053 -2,55226E-07

24600 3,883539E-08 -0,08887053 -2,55226E-07

24620 3,883539E-08 -0,08887053 -2,55226E-07

24640 3,883539E-08 -0,08887053 -2,55226E-07

24660 3,883539E-08 -0,08887053 -2,55226E-07

24680 3,883539E-08 -0,08887053 -2,55226E-07

24700 3,883539E-08 -0,08887053 -2,55226E-07

24720 3,883539E-08 -0,08887053 -2,55226E-07

24740 3,883539E-08 -0,08887053 -2,55226E-07

24760 3,883539E-08 -0,08887053 -2,55226E-07

24780 3,883539E-08 -0,08887053 -2,55226E-07

24800 3,883539E-08 -0,08887053 -2,55226E-07

24820 3,883539E-08 -0,08887053 -2,55226E-07

24840 3,883539E-08 -0,08887053 -2,55226E-07

24860 3,883539E-08 -0,08887053 -2,55226E-07

24880 3,883539E-08 -0,08887053 -2,55226E-07

24900 3,883539E-08 -0,08887053 -2,55226E-07

24920 3,883539E-08 -0,08887053 -2,55226E-07

24940 3,883539E-08 -0,08887053 -2,55226E-07

24960 3,883539E-08 -0,08887053 -2,55226E-07

24980 3,883539E-08 -0,08887053 -2,55226E-07

25000 3,883539E-08 -0,08887053 -2,55226E-07

25020 3,883539E-08 -0,08887053 -2,55226E-07

25040 3,883539E-08 -0,08887053 -2,55226E-07

25060 3,883539E-08 -0,08887053 -2,55226E-07

25080 3,883539E-08 -0,08887053 -2,55226E-07

25100 3,883539E-08 -0,08887053 -2,55226E-07

25120 3,883539E-08 -0,08887053 -2,55226E-07

25140 3,883539E-08 -0,08887053 -2,55226E-07

25160 3,883539E-08 -0,08887053 -2,55226E-07

25180 3,883539E-08 -0,08887053 -2,55226E-07

25200 3,883539E-08 -0,08887053 -2,55226E-07

25220 3,883539E-08 -0,08887053 -2,55226E-07

25240 3,883539E-08 -0,08887053 -2,55226E-07

25260 3,883539E-08 -0,08887053 -2,55226E-07

25280 3,883539E-08 -0,08887053 -2,55226E-07

25300 3,883539E-08 -0,08887053 -2,55226E-07

25320 3,883539E-08 -0,08887053 -2,55226E-07

25340 3,883539E-08 -0,08887053 -2,55226E-07

25360 3,883539E-08 -0,08887053 -2,55226E-07

25380 3,883539E-08 -0,08887053 -2,55226E-07

25400 3,883539E-08 -0,08887053 -2,55226E-07

25420 3,883539E-08 -0,08887053 -2,55226E-07

25440 3,883539E-08 -0,08887053 -2,55226E-07

25460 3,883539E-08 -0,08887053 -2,55226E-07

25480 3,883539E-08 -0,08887053 -2,55226E-07

25500 3,883539E-08 -0,08887053 -2,55226E-07

25520 3,883539E-08 -0,08887053 -2,55226E-07

25540 3,883539E-08 -0,08887053 -2,55226E-07

25560 3,883539E-08 -0,08887053 -2,55226E-07

25580 3,883539E-08 -0,08887053 -2,55226E-07

25600 3,883539E-08 -0,08887053 -2,55226E-07

25620 3,883539E-08 -0,08887053 -2,55226E-07

25640 3,883539E-08 -0,08887053 -2,55226E-07

25660 3,883539E-08 -0,08887053 -2,55226E-07

25680 3,883539E-08 -0,08887053 -2,55226E-07

25700 3,883539E-08 -0,08887053 -2,55226E-07

25720 3,883539E-08 -0,08887053 -2,55226E-07

25740 3,883539E-08 -0,08887053 -2,55226E-07

25760 3,883539E-08 -0,08887053 -2,55226E-07

25780 3,883539E-08 -0,08887053 -2,55226E-07

25800 3,883539E-08 -0,08887053 -2,55226E-07

25820 3,883539E-08 -0,08887053 -2,55226E-07

25840 3,883539E-08 -0,08887053 -2,55226E-07

25860 3,883539E-08 -0,08887053 -2,55226E-07

25880 3,883539E-08 -0,08887053 -2,55226E-07

25900 3,883539E-08 -0,08887053 -2,55226E-07

25920 3,883539E-08 -0,08887053 -2,55226E-07

25940 3,883539E-08 -0,08887053 -2,55226E-07

25960 3,883539E-08 -0,08887053 -2,55226E-07

25980 3,883539E-08 -0,08887053 -2,55226E-07

26000 3,883539E-08 -0,08887053 -2,55226E-07

26020 3,883539E-08 -0,08887053 -2,55226E-07

26040 3,883539E-08 -0,08887053 -2,55226E-07

26060 3,883539E-08 -0,08887053 -2,55226E-07

26080 3,883539E-08 -0,08887053 -2,55226E-07

26100 3,883539E-08 -0,08887053 -2,55226E-07

26120 3,883539E-08 -0,08887053 -2,55226E-07

26140 3,883539E-08 -0,08887053 -2,55226E-07

26160 3,883539E-08 -0,08887053 -2,55226E-07

26180 3,883539E-08 -0,08887053 -2,55226E-07

26200 3,883539E-08 -0,08887053 -2,55226E-07

26220 3,883539E-08 -0,08887053 -2,55226E-07

26240 3,883539E-08 -0,08887053 -2,55226E-07

26260 3,883539E-08 -0,08887053 -2,55226E-07

26280 3,883539E-08 -0,08887053 -2,55226E-07

26300 3,883539E-08 -0,08887053 -2,55226E-07

26320 3,883539E-08 -0,08887053 -2,55226E-07

26340 3,883539E-08 -0,08887053 -2,55226E-07

26360 3,883539E-08 -0,08887053 -2,55226E-07

26380 3,883539E-08 -0,08887053 -2,55226E-07

26400 3,883539E-08 -0,08887053 -2,55226E-07

26420 3,883539E-08 -0,08887053 -2,55226E-07

26440 3,883539E-08 -0,08887053 -2,55226E-07

26460 3,883539E-08 -0,08887053 -2,55226E-07

26480 3,883539E-08 -0,08887053 -2,55226E-07

26500 3,883539E-08 -0,08887053 -2,55226E-07

26520 3,883539E-08 -0,08887053 -2,55226E-07

26540 3,883539E-08 -0,08887053 -2,55226E-07

26560 3,883539E-08 -0,08887053 -2,55226E-07

26580 3,883539E-08 -0,08887053 -2,55226E-07

26600 3,883539E-08 -0,08887053 -2,55226E-07

26620 3,883539E-08 -0,08887053 -2,55226E-07

26640 3,883539E-08 -0,08887053 -2,55226E-07

26660 3,883539E-08 -0,08887053 -2,55226E-07

26680 3,883539E-08 -0,08887053 -2,55226E-07

26700 3,883539E-08 -0,08887053 -2,55226E-07

26720 3,883539E-08 -0,08887053 -2,55226E-07

26740 3,883539E-08 -0,08887053 -2,55226E-07

26760 3,883539E-08 -0,08887053 -2,55226E-07

26780 3,883539E-08 -0,08887053 -2,55226E-07

26800 3,883539E-08 -0,08887053 -2,55226E-07

26820 3,883539E-08 -0,08887053 -2,55226E-07

26840 3,883539E-08 -0,08887053 -2,55226E-07

26860 3,883539E-08 -0,08887053 -2,55226E-07

26880 3,883539E-08 -0,08887053 -2,55226E-07

26900 3,883539E-08 -0,08887053 -2,55226E-07

26920 3,883539E-08 -0,08887053 -2,55226E-07

26940 3,883539E-08 -0,08887053 -2,55226E-07

26960 3,883539E-08 -0,08887053 -2,55226E-07

26980 3,883539E-08 -0,08887053 -2,55226E-07

27000 3,883539E-08 -0,08887053 -2,55226E-07

27020 3,883539E-08 -0,08887053 -2,55226E-07

27040 3,883539E-08 -0,08887053 -2,55226E-07

27060 3,883539E-08 -0,08887053 -2,55226E-07

27080 3,883539E-08 -0,08887053 -2,55226E-07

27100 3,883539E-08 -0,08887053 -2,55226E-07

27120 3,883539E-08 -0,08887053 -2,55226E-07

27140 3,883539E-08 -0,08887053 -2,55226E-07

27160 3,883539E-08 -0,08887053 -2,55226E-07

27180 3,883539E-08 -0,08887053 -2,55226E-07

27200 3,883539E-08 -0,08887053 -2,55226E-07

27220 3,883539E-08 -0,08887053 -2,55226E-07

27240 3,883539E-08 -0,08887053 -2,55226E-07

27260 3,883539E-08 -0,08887053 -2,55226E-07

27280 3,883539E-08 -0,08887053 -2,55226E-07

27300 3,883539E-08 -0,08887053 -2,55226E-07

27320 3,883539E-08 -0,08887053 -2,55226E-07

27340 3,883539E-08 -0,08887053 -2,55226E-07

27360 3,883539E-08 -0,08887053 -2,55226E-07

27380 3,883539E-08 -0,08887053 -2,55226E-07

27400 3,883539E-08 -0,08887053 -2,55226E-07

27420 3,883539E-08 -0,08887053 -2,55226E-07

27440 3,883539E-08 -0,08887053 -2,55226E-07

27460 3,883539E-08 -0,08887053 -2,55226E-07

27480 3,883539E-08 -0,08887053 -2,55226E-07

27500 3,883539E-08 -0,08887053 -2,55226E-07

27520 3,883539E-08 -0,08887053 -2,55226E-07

27540 3,883539E-08 -0,08887053 -2,55226E-07

27560 3,883539E-08 -0,08887053 -2,55226E-07

27580 3,883539E-08 -0,08887053 -2,55226E-07

27600 3,883539E-08 -0,08887053 -2,55226E-07

27620 3,883539E-08 -0,08887053 -2,55226E-07

27640 3,883539E-08 -0,08887053 -2,55226E-07

27660 3,883539E-08 -0,08887053 -2,55226E-07

27680 3,883539E-08 -0,08887053 -2,55226E-07

27700 3,883539E-08 -0,08887053 -2,55226E-07

27720 3,883539E-08 -0,08887053 -2,55226E-07

27740 3,883539E-08 -0,08887053 -2,55226E-07

27760 3,883539E-08 -0,08887053 -2,55226E-07

27780 3,883539E-08 -0,08887053 -2,55226E-07

27800 3,883539E-08 -0,08887053 -2,55226E-07

27820 3,883539E-08 -0,08887053 -2,55226E-07

27840 3,883539E-08 -0,08887053 -2,55226E-07

27860 3,883539E-08 -0,08887053 -2,55226E-07

27880 3,883539E-08 -0,08887053 -2,55226E-07

27900 3,883539E-08 -0,08887053 -2,55226E-07

27920 3,883539E-08 -0,08887053 -2,55226E-07

27940 3,883539E-08 -0,08887053 -2,55226E-07

27960 3,883539E-08 -0,08887053 -2,55226E-07

27980 3,883539E-08 -0,08887053 -2,55226E-07

28000 3,883539E-08 -0,08887053 -2,55226E-07

28020 3,883539E-08 -0,08887053 -2,55226E-07

28040 3,883539E-08 -0,08887053 -2,55226E-07

28060 3,883539E-08 -0,08887053 -2,55226E-07

28080 3,883539E-08 -0,08887053 -2,55226E-07

28100 3,883539E-08 -0,08887053 -2,55226E-07

28120 3,883539E-08 -0,08887053 -2,55226E-07

28140 3,883539E-08 -0,08887053 -2,55226E-07

28160 3,883539E-08 -0,08887053 -2,55226E-07

28180 3,883539E-08 -0,08887053 -2,55226E-07

28200 3,883539E-08 -0,08887053 -2,55226E-07

28220 3,883539E-08 -0,08887053 -2,55226E-07

28240 3,883539E-08 -0,08887053 -2,55226E-07

28260 3,883539E-08 -0,08887053 -2,55226E-07

28280 3,883539E-08 -0,08887053 -2,55226E-07

28300 3,883539E-08 -0,08887053 -2,55226E-07

28320 3,883539E-08 -0,08887053 -2,55226E-07

28340 3,883539E-08 -0,08887053 -2,55226E-07

28360 3,883539E-08 -0,08887053 -2,55226E-07

28380 3,883539E-08 -0,08887053 -2,55226E-07

28400 3,883539E-08 -0,08887053 -2,55226E-07

28420 3,883539E-08 -0,08887053 -2,55226E-07

28440 3,883539E-08 -0,08887053 -2,55226E-07

28460 3,883539E-08 -0,08887053 -2,55226E-07

28480 3,883539E-08 -0,08887053 -2,55226E-07

28500 3,883539E-08 -0,08887053 -2,55226E-07

28520 3,883539E-08 -0,08887053 -2,55226E-07

28540 3,883539E-08 -0,08887053 -2,55226E-07

28560 3,883539E-08 -0,08887053 -2,55226E-07

28580 3,883539E-08 -0,08887053 -2,55226E-07

28600 3,883539E-08 -0,08887053 -2,55226E-07

28620 3,883539E-08 -0,08887053 -2,55226E-07

28640 3,883539E-08 -0,08887053 -2,55226E-07

28660 3,883539E-08 -0,08887053 -2,55226E-07

28680 3,883539E-08 -0,08887053 -2,55226E-07

28700 3,883539E-08 -0,08887053 -2,55226E-07

28720 3,883539E-08 -0,08887053 -2,55226E-07

28740 3,883539E-08 -0,08887053 -2,55226E-07

28760 3,883539E-08 -0,08887053 -2,55226E-07

28780 3,883539E-08 -0,08887053 -2,55226E-07

28800 3,883539E-08 -0,08887053 -2,55226E-07

28820 3,883539E-08 -0,08887053 -2,55226E-07

28840 3,883539E-08 -0,08887053 -2,55226E-07

28860 3,883539E-08 -0,08887053 -2,55226E-07

28880 3,883539E-08 -0,08887053 -2,55226E-07

28900 3,883539E-08 -0,08887053 -2,55226E-07

28920 3,883539E-08 -0,08887053 -2,55226E-07

28940 3,883539E-08 -0,08887053 -2,55226E-07

28960 3,883539E-08 -0,08887053 -2,55226E-07

28980 3,883539E-08 -0,08887053 -2,55226E-07

29000 3,883539E-08 -0,08887053 -2,55226E-07

29020 3,883539E-08 -0,08887053 -2,55226E-07

29040 3,883539E-08 -0,08887053 -2,55226E-07

29060 3,883539E-08 -0,08887053 -2,55226E-07

29080 3,883539E-08 -0,08887053 -2,55226E-07

29100 3,883539E-08 -0,08887053 -2,55226E-07

29120 3,883539E-08 -0,08887053 -2,55226E-07

29140 3,883539E-08 -0,08887053 -2,55226E-07

29160 3,883539E-08 -0,08887053 -2,55226E-07

29180 3,883539E-08 -0,08887053 -2,55226E-07

29200 3,883539E-08 -0,08887053 -2,55226E-07

29220 3,883539E-08 -0,08887053 -2,55226E-07

29240 3,883539E-08 -0,08887053 -2,55226E-07

29260 3,883539E-08 -0,08887053 -2,55226E-07

29280 3,883539E-08 -0,08887053 -2,55226E-07

29300 3,883539E-08 -0,08887053 -2,55226E-07

29320 3,883539E-08 -0,08887053 -2,55226E-07

29340 3,883539E-08 -0,08887053 -2,55226E-07

29360 3,883539E-08 -0,08887053 -2,55226E-07

29380 3,883539E-08 -0,08887053 -2,55226E-07

29400 3,883539E-08 -0,08887053 -2,55226E-07

29420 3,883539E-08 -0,08887053 -2,55226E-07

29440 3,883539E-08 -0,08887053 -2,55226E-07

29460 3,883539E-08 -0,08887053 -2,55226E-07

29480 3,883539E-08 -0,08887053 -2,55226E-07

29500 3,883539E-08 -0,08887053 -2,55226E-07

29520 3,883539E-08 -0,08887053 -2,55226E-07

29540 3,883539E-08 -0,08887053 -2,55226E-07

29560 3,883539E-08 -0,08887053 -2,55226E-07

29580 3,883539E-08 -0,08887053 -2,55226E-07

29600 3,883539E-08 -0,08887053 -2,55226E-07

29620 3,883539E-08 -0,08887053 -2,55226E-07

29640 3,883539E-08 -0,08887053 -2,55226E-07

29660 3,883539E-08 -0,08887053 -2,55226E-07

29680 3,883539E-08 -0,08887053 -2,55226E-07

29700 3,883539E-08 -0,08887053 -2,55226E-07

29720 3,883539E-08 -0,08887053 -2,55226E-07

29740 3,883539E-08 -0,08887053 -2,55226E-07

29760 3,883539E-08 -0,08887053 -2,55226E-07

29780 3,883539E-08 -0,08887053 -2,55226E-07

29800 3,883539E-08 -0,08887053 -2,55226E-07

29820 3,883539E-08 -0,08887053 -2,55226E-07

29840 3,883539E-08 -0,08887053 -2,55226E-07

29860 3,883539E-08 -0,08887053 -2,55226E-07

29880 3,883539E-08 -0,08887053 -2,55226E-07

29900 3,883539E-08 -0,08887053 -2,55226E-07

29920 3,883539E-08 -0,08887053 -2,55226E-07

29940 3,883539E-08 -0,08887053 -2,55226E-07

29960 3,883539E-08 -0,08887053 -2,55226E-07

29980 3,883539E-08 -0,08887053 -2,55226E-07

30000 3,883539E-08 -0,08887053 -2,55226E-07

30020 3,883539E-08 -0,08887053 -2,55226E-07

30040 3,883539E-08 -0,08887053 -2,55226E-07

30060 3,883539E-08 -0,08887053 -2,55226E-07

30080 3,883539E-08 -0,08887053 -2,55226E-07

30100 3,883539E-08 -0,08887053 -2,55226E-07

30120 3,883539E-08 -0,08887053 -2,55226E-07

30140 3,883539E-08 -0,08887053 -2,55226E-07

30160 3,883539E-08 -0,08887053 -2,55226E-07

30180 3,883539E-08 -0,08887053 -2,55226E-07

